invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country
INV_002682,CUST_00657,PROD_0041,Product 41 Eco,1,154.87,2024-12-21 16:43:15,United States
INV_000035,CUST_01600,PROD_0011,Product 11 Essential,1,23.08,2024-04-12 23:52:17,Australia
INV_000307,CUST_01086,PROD_0009,Product 9 Luxury,1,141.13,2024-05-11 11:37:09,United Kingdom
INV_007815,CUST_01633,PROD_0019,Product 19 Luxury,1,59.19,2024-10-11 16:45:53,United Kingdom
INV_003132,CUST_00266,PROD_0048,Product 48 Eco,1,184.1,2024-03-06 00:35:37,United Kingdom
INV_006989,CUST_00644,PROD_0007,Product 7 Eco,1,47.98,2024-12-08 08:46:03,United Kingdom
INV_000646,CUST_01017,PROD_0043,Product 43 Vintage,1,5.62,2024-12-02 01:15:01,Canada
INV_004620,CUST_02120,PROD_0048,Product 48 Eco,1,184.1,2024-11-19 23:36:37,United States
INV_002150,CUST_01662,PROD_0007,Product 7 Eco,4,47.98,2024-11-13 12:08:42,Germany
INV_006971,CUST_02208,PROD_0041,Product 41 Eco,1,154.87,2024-10-12 13:52:34,United States
INV_007062,CUST_00305,PROD_0033,Product 33 Modern,4,82.87,2024-06-23 11:35:05,United States
INV_000099,CUST_02095,PROD_0022,Product 22 Luxury,1,128.81,2024-02-14 21:53:48,United States
INV_003298,CUST_02497,PROD_0028,Product 28 Vintage,1,175.88,2024-10-12 10:01:35,United States
INV_004443,CUST_02144,PROD_0008,Product 8 Eco,3,162.83,2024-10-07 19:09:01,France
INV_001782,CUST_00538,PROD_0038,Product 38 Modern,1,199.23,2024-07-23 13:35:39,France
INV_004319,CUST_01454,PROD_0036,Product 36 Vintage,1,159.45,2024-06-23 08:00:28,Canada
INV_002257,CUST_00098,PROD_0032,Product 32 Eco,2,150.66,2024-08-28 13:12:02,United States
INV_000276,CUST_02494,PROD_0038,Product 38 Modern,2,199.23,2024-11-06 10:08:38,United States
INV_006551,CUST_00687,PROD_0013,Product 13 Eco,1,162.38,2024-12-22 23:56:53,United States
INV_002674,CUST_00982,PROD_0009,Product 9 Luxury,1,141.13,2024-04-08 05:58:17,United Kingdom
INV_005010,CUST_02217,PROD_0021,Product 21 Vintage,3,141.84,2024-10-15 12:26:21,United Kingdom
INV_006639,CUST_01886,PROD_0019,Product 19 Luxury,1,59.19,2024-06-08 06:30:58,United Kingdom
INV_001273,CUST_02194,PROD_0001,Product 1 Luxury,1,149.59,2024-12-07 19:27:36,United States
INV_006548,CUST_01807,PROD_0017,Product 17 Luxury,2,133.94,2024-10-06 08:55:42,Australia
INV_001223,CUST_01070,PROD_0017,Product 17 Luxury,2,133.94,2024-02-10 16:06:29,United States
INV_006852,CUST_01616,PROD_0026,Product 26 Luxury,1,165.24,2024-08-31 08:14:34,United States
INV_000578,CUST_01440,PROD_0016,Product 16 Eco,3,117.57,2024-06-22 15:33:01,United States
INV_001923,CUST_01567,PROD_0030,Product 30 Modern,1,32.85,2024-01-22 00:30:32,United States
INV_003007,CUST_01145,PROD_0003,Product 3 Luxury,1,21.94,2024-12-07 02:09:22,United States
INV_000604,CUST_00919,PROD_0008,Product 8 Eco,4,162.83,2024-02-17 03:10:48,Japan
INV_000259,CUST_01812,PROD_0045,Product 45 Eco,1,174.74,2024-12-21 18:25:02,United States
INV_005563,CUST_00402,PROD_0025,Product 25 Eco,2,138.49,2024-06-13 03:51:54,Germany
INV_006654,CUST_00722,PROD_0008,Product 8 Eco,4,162.83,2024-02-09 00:20:33,United States
INV_006456,CUST_01304,PROD_0008,Product 8 Eco,2,162.83,2024-09-21 16:37:30,United Kingdom
INV_002037,CUST_00733,PROD_0043,Product 43 Vintage,2,5.62,2024-10-25 17:03:39,Germany
INV_000053,CUST_00298,PROD_0025,Product 25 Eco,1,138.49,2024-01-04 14:49:34,United Kingdom
INV_002161,CUST_02352,PROD_0030,Product 30 Modern,5,32.85,2024-11-20 23:03:30,United Kingdom
INV_006455,CUST_00157,PROD_0006,Product 6 Luxury,4,43.76,2024-11-03 00:15:18,United Kingdom
INV_004652,CUST_00314,PROD_0048,Product 48 Eco,1,184.1,2024-05-06 20:01:30,United States
INV_000836,CUST_01443,PROD_0038,Product 38 Modern,3,199.23,2024-03-06 17:40:14,United States
INV_005044,CUST_01871,PROD_0009,Product 9 Luxury,2,141.13,2024-11-25 21:15:43,Canada
INV_006939,CUST_01833,PROD_0025,Product 25 Eco,5,138.49,2024-04-20 20:44:08,Germany
INV_005543,CUST_00436,PROD_0039,Product 39 Eco,1,194.35,2024-03-28 16:44:47,United Kingdom
INV_002489,CUST_01057,PROD_0047,Product 47 Vintage,1,153.68,2024-08-31 21:20:50,Germany
INV_004590,CUST_00371,PROD_0036,Product 36 Vintage,2,159.45,2024-04-30 02:38:17,France
INV_001732,CUST_00035,PROD_0019,Product 19 Luxury,1,59.19,2024-01-05 14:10:12,Germany
INV_000371,CUST_00135,PROD_0015,Product 15 Modern,1,112.64,2024-09-25 01:52:55,United States
INV_002302,CUST_01841,PROD_0006,Product 6 Luxury,1,43.76,2024-01-07 09:01:46,United States
INV_000572,CUST_02127,PROD_0034,Product 34 Vintage,1,104.35,2024-04-13 14:01:01,France
INV_007733,CUST_02179,PROD_0036,Product 36 Vintage,2,159.45,2024-03-25 06:11:47,France
INV_002557,CUST_00735,PROD_0001,Product 1 Luxury,5,149.59,2024-01-05 23:10:21,Japan
INV_002801,CUST_02329,PROD_0006,Product 6 Luxury,2,43.76,2024-01-19 12:51:35,United Kingdom
INV_001897,CUST_00877,PROD_0011,Product 11 Essential,1,23.08,2024-05-25 15:50:28,Germany
INV_000949,CUST_01307,PROD_0029,Product 29 Essential,4,132.8,2024-01-27 02:06:36,United States
INV_005477,CUST_01270,PROD_0001,Product 1 Luxury,1,149.59,2024-01-05 19:12:24,United States
INV_003690,CUST_02045,PROD_0003,Product 3 Luxury,2,21.94,2024-09-13 23:47:11,United States
INV_003393,CUST_00265,PROD_0001,Product 1 Luxury,2,149.59,2024-09-07 02:23:22,United States
INV_002252,CUST_00737,PROD_0004,Product 4 Modern,3,10.8,2024-05-01 15:53:11,United Kingdom
INV_007396,CUST_01267,PROD_0025,Product 25 Eco,1,138.49,2024-03-13 08:31:18,United States
INV_002425,CUST_01337,PROD_0043,Product 43 Vintage,3,5.62,2024-07-07 19:13:53,United Kingdom
INV_003759,CUST_01358,PROD_0034,Product 34 Vintage,1,104.35,2024-06-07 04:11:09,Canada
INV_000179,CUST_01236,PROD_0013,Product 13 Eco,1,162.38,2024-11-26 05:18:26,Germany
INV_006630,CUST_00099,PROD_0023,Product 23 Eco,3,36.85,2024-02-05 21:55:48,United States
INV_003193,CUST_01683,PROD_0018,Product 18 Essential,1,171.78,2024-05-31 21:21:55,United States
INV_001026,CUST_00199,PROD_0049,Product 49 Eco,1,100.27,2024-01-18 20:13:08,United States
INV_002688,CUST_00412,PROD_0043,Product 43 Vintage,6,5.62,2024-11-16 03:58:22,United States
INV_004913,CUST_01270,PROD_0018,Product 18 Essential,3,171.78,2024-11-20 21:04:04,United States
INV_003728,CUST_01819,PROD_0047,Product 47 Vintage,1,153.68,2024-10-30 11:08:49,United Kingdom
INV_001823,CUST_01025,PROD_0014,Product 14 Modern,3,29.33,2024-11-13 09:19:43,United States
INV_007679,CUST_01836,PROD_0029,Product 29 Essential,1,132.8,2024-07-11 22:50:22,United States
INV_005065,CUST_01214,PROD_0041,Product 41 Eco,2,154.87,2024-10-20 21:36:46,United Kingdom
INV_007546,CUST_01954,PROD_0034,Product 34 Vintage,1,104.35,2024-10-07 23:56:16,Australia
INV_004951,CUST_01347,PROD_0015,Product 15 Modern,1,112.64,2024-10-02 21:58:17,Japan
INV_000873,CUST_01359,PROD_0046,Product 46 Essential,1,123.74,2024-05-29 01:42:21,Germany
INV_006126,CUST_02083,PROD_0040,Product 40 Luxury,1,137.92,2024-11-29 07:57:54,United Kingdom
INV_001523,CUST_01826,PROD_0041,Product 41 Eco,1,154.87,2024-04-03 08:12:16,Canada
INV_002462,CUST_01752,PROD_0005,Product 5 Vintage,1,103.53,2024-05-23 13:12:03,United States
INV_003157,CUST_01349,PROD_0002,Product 2 Vintage,1,32.2,2024-04-07 02:23:21,United States
INV_003495,CUST_00365,PROD_0049,Product 49 Eco,3,100.27,2024-05-20 21:43:21,Canada
INV_002873,CUST_01482,PROD_0015,Product 15 Modern,5,112.64,2024-03-01 23:38:57,Germany
INV_005758,CUST_01655,PROD_0042,Product 42 Essential,2,62.22,2024-12-11 04:08:54,United Kingdom
INV_002849,CUST_01919,PROD_0032,Product 32 Eco,4,150.66,2024-02-20 22:29:11,Canada
INV_003249,CUST_00777,PROD_0016,Product 16 Eco,1,117.57,2024-08-30 14:22:39,United States
INV_006853,CUST_01086,PROD_0003,Product 3 Luxury,1,21.94,2024-07-31 00:17:48,United States
INV_004374,CUST_02392,PROD_0039,Product 39 Eco,1,194.35,2024-04-01 03:42:34,United Kingdom
INV_002723,CUST_01073,PROD_0019,Product 19 Luxury,1,59.19,2024-04-01 10:53:06,United Kingdom
INV_000776,CUST_00913,PROD_0011,Product 11 Essential,1,23.08,2024-11-20 05:06:05,United States
INV_003246,CUST_00688,PROD_0003,Product 3 Luxury,1,21.94,2024-10-08 04:16:34,United States
INV_002365,CUST_02473,PROD_0002,Product 2 Vintage,1,32.2,2024-03-01 21:22:16,France
INV_003612,CUST_01837,PROD_0019,Product 19 Luxury,5,59.19,2024-09-01 14:45:50,Germany
INV_003277,CUST_00163,PROD_0030,Product 30 Modern,2,32.85,2024-07-21 06:53:12,France
INV_007183,CUST_01481,PROD_0036,Product 36 Vintage,1,159.45,2024-05-30 15:41:54,United States
INV_005207,CUST_00457,PROD_0041,Product 41 Eco,2,154.87,2024-03-29 19:07:35,United States
INV_004251,CUST_01084,PROD_0038,Product 38 Modern,1,199.23,2024-11-25 04:08:10,United States
INV_002068,CUST_01177,PROD_0034,Product 34 Vintage,1,104.35,2024-06-14 20:25:41,United Kingdom
INV_000100,CUST_02362,PROD_0042,Product 42 Essential,1,62.22,2024-03-14 19:39:45,United States
INV_006621,CUST_01238,PROD_0007,Product 7 Eco,1,47.98,2024-04-01 18:21:27,Australia
INV_000439,CUST_02487,PROD_0030,Product 30 Modern,3,32.85,2024-06-20 16:09:01,United States
INV_000033,CUST_01972,PROD_0049,Product 49 Eco,1,100.27,2024-03-24 00:16:09,Canada
INV_003984,CUST_01278,PROD_0049,Product 49 Eco,3,100.27,2024-10-02 03:48:49,United Kingdom
INV_005357,CUST_01481,PROD_0031,Product 31 Vintage,1,150.26,2024-09-28 02:32:22,Germany
INV_007434,CUST_01649,PROD_0020,Product 20 Essential,2,77.18,2024-07-04 19:43:22,United States
INV_006627,CUST_00384,PROD_0013,Product 13 Eco,3,162.38,2024-01-09 20:53:22,France
INV_007654,CUST_00924,PROD_0003,Product 3 Luxury,1,21.94,2024-08-20 08:13:36,United States
INV_000846,CUST_00028,PROD_0008,Product 8 Eco,5,162.83,2024-07-25 16:34:47,United Kingdom
INV_000606,CUST_00108,PROD_0029,Product 29 Essential,1,132.8,2024-05-20 03:47:57,United Kingdom
INV_005763,CUST_02047,PROD_0049,Product 49 Eco,1,100.27,2024-02-19 00:38:26,France
INV_000427,CUST_01266,PROD_0003,Product 3 Luxury,1,21.94,2024-12-23 21:21:08,United States
INV_000194,CUST_02500,PROD_0011,Product 11 Essential,4,23.08,2024-09-16 11:58:04,United States
INV_002196,CUST_00737,PROD_0019,Product 19 Luxury,1,59.19,2024-06-25 11:15:44,United Kingdom
INV_007740,CUST_00396,PROD_0023,Product 23 Eco,1,36.85,2024-09-10 02:10:10,United States
INV_004849,CUST_00304,PROD_0028,Product 28 Vintage,1,175.88,2024-05-06 00:59:00,Japan
INV_001864,CUST_02259,PROD_0015,Product 15 Modern,1,112.64,2024-02-29 20:36:35,United Kingdom
INV_005423,CUST_02275,PROD_0034,Product 34 Vintage,1,104.35,2024-03-01 23:08:41,United Kingdom
INV_004626,CUST_01646,PROD_0047,Product 47 Vintage,1,153.68,2024-06-13 01:35:06,France
INV_005746,CUST_01116,PROD_0022,Product 22 Luxury,1,128.81,2024-07-18 07:47:54,France
INV_001326,CUST_00985,PROD_0015,Product 15 Modern,2,112.64,2024-12-15 09:41:27,United States
INV_000893,CUST_02273,PROD_0031,Product 31 Vintage,3,150.26,2024-07-18 00:17:41,United States
INV_000218,CUST_01124,PROD_0014,Product 14 Modern,2,29.33,2024-01-18 16:14:13,Japan
INV_002951,CUST_02481,PROD_0016,Product 16 Eco,4,117.57,2024-02-21 13:52:30,Germany
INV_007180,CUST_00714,PROD_0049,Product 49 Eco,1,100.27,2024-07-30 19:54:02,United States
INV_005057,CUST_01664,PROD_0045,Product 45 Eco,3,174.74,2024-05-01 12:39:58,United Kingdom
INV_004781,CUST_00230,PROD_0012,Product 12 Luxury,1,170.25,2024-06-22 10:55:11,United Kingdom
INV_003312,CUST_02006,PROD_0023,Product 23 Eco,1,36.85,2024-04-29 13:00:17,United Kingdom
INV_003162,CUST_01655,PROD_0046,Product 46 Essential,1,123.74,2024-06-06 13:56:35,France
INV_006060,CUST_01647,PROD_0040,Product 40 Luxury,1,137.92,2024-09-17 03:19:35,France
INV_006812,CUST_01819,PROD_0030,Product 30 Modern,1,32.85,2024-01-05 12:15:43,United States
INV_003723,CUST_00052,PROD_0014,Product 14 Modern,6,29.33,2024-08-09 01:10:17,France
INV_007120,CUST_00621,PROD_0020,Product 20 Essential,3,77.18,2024-06-12 08:59:33,United Kingdom
INV_005690,CUST_00072,PROD_0010,Product 10 Essential,1,35.31,2024-03-03 06:59:49,United States
INV_004058,CUST_01860,PROD_0046,Product 46 Essential,2,123.74,2024-01-16 21:42:37,United States
INV_007612,CUST_00582,PROD_0013,Product 13 Eco,3,162.38,2024-10-28 07:57:55,United Kingdom
INV_006651,CUST_00733,PROD_0036,Product 36 Vintage,3,159.45,2024-06-25 20:06:24,Germany
INV_006929,CUST_00506,PROD_0034,Product 34 Vintage,1,104.35,2024-09-17 21:09:20,United Kingdom
INV_002700,CUST_00547,PROD_0043,Product 43 Vintage,1,5.62,2024-04-11 05:42:45,United States
INV_005094,CUST_02475,PROD_0010,Product 10 Essential,3,35.31,2024-03-29 11:28:39,Germany
INV_005398,CUST_00938,PROD_0025,Product 25 Eco,2,138.49,2024-10-02 00:00:57,United Kingdom
INV_005438,CUST_00279,PROD_0006,Product 6 Luxury,1,43.76,2024-02-24 08:04:08,United States
INV_000641,CUST_01518,PROD_0016,Product 16 Eco,1,117.57,2024-07-18 23:57:45,United Kingdom
INV_001645,CUST_02472,PROD_0008,Product 8 Eco,4,162.83,2024-07-28 10:30:34,France
INV_003946,CUST_01165,PROD_0039,Product 39 Eco,1,194.35,2024-02-20 21:32:58,France
INV_007678,CUST_01283,PROD_0003,Product 3 Luxury,1,21.94,2024-03-14 13:57:20,France
INV_002993,CUST_02050,PROD_0024,Product 24 Modern,2,197.95,2024-03-20 00:21:20,France
INV_000830,CUST_01210,PROD_0031,Product 31 Vintage,4,150.26,2024-02-29 04:34:38,United States
INV_006757,CUST_01185,PROD_0021,Product 21 Vintage,1,141.84,2024-08-14 08:41:08,United Kingdom
INV_001027,CUST_01883,PROD_0008,Product 8 Eco,4,162.83,2024-01-07 07:45:11,United States
INV_000995,CUST_00357,PROD_0025,Product 25 Eco,1,138.49,2024-06-19 12:25:41,Canada
INV_000201,CUST_01665,PROD_0026,Product 26 Luxury,2,165.24,2024-07-08 17:52:32,United Kingdom
INV_004813,CUST_01816,PROD_0036,Product 36 Vintage,2,159.45,2024-05-12 23:41:41,United Kingdom
INV_007656,CUST_01032,PROD_0024,Product 24 Modern,3,197.95,2024-09-26 16:41:45,United States
INV_003221,CUST_01892,PROD_0020,Product 20 Essential,1,77.18,2024-05-28 00:37:38,United States
INV_006715,CUST_00806,PROD_0038,Product 38 Modern,2,199.23,2024-01-10 15:03:39,United States
INV_004883,CUST_01321,PROD_0029,Product 29 Essential,1,132.8,2024-06-14 21:19:23,United States
INV_007690,CUST_01511,PROD_0019,Product 19 Luxury,2,59.19,2024-08-10 09:59:38,Germany
INV_005148,CUST_01863,PROD_0042,Product 42 Essential,1,62.22,2024-12-26 15:14:22,Germany
INV_003982,CUST_00855,PROD_0001,Product 1 Luxury,3,149.59,2024-11-12 02:59:13,United Kingdom
INV_001891,CUST_01383,PROD_0039,Product 39 Eco,2,194.35,2024-09-12 08:38:28,United States
INV_002053,CUST_02472,PROD_0043,Product 43 Vintage,1,5.62,2024-04-25 21:40:36,United States
INV_005699,CUST_00412,PROD_0007,Product 7 Eco,2,47.98,2024-11-25 01:14:33,United States
INV_003237,CUST_00422,PROD_0026,Product 26 Luxury,5,165.24,2024-05-31 16:49:38,Germany
INV_004778,CUST_01350,PROD_0010,Product 10 Essential,1,35.31,2024-07-16 01:27:52,United States
INV_001034,CUST_00678,PROD_0039,Product 39 Eco,3,194.35,2024-01-21 02:41:32,United States
INV_005313,CUST_01926,PROD_0004,Product 4 Modern,1,10.8,2024-05-27 14:00:52,United States
INV_005089,CUST_00316,PROD_0012,Product 12 Luxury,1,170.25,2024-09-26 05:05:00,United States
INV_000440,CUST_00883,PROD_0001,Product 1 Luxury,1,149.59,2024-10-20 04:34:48,United Kingdom
INV_000658,CUST_01652,PROD_0008,Product 8 Eco,2,162.83,2024-05-22 02:47:00,United States
INV_006143,CUST_02400,PROD_0004,Product 4 Modern,1,10.8,2024-02-01 11:33:49,United States
INV_002677,CUST_00500,PROD_0028,Product 28 Vintage,1,175.88,2024-07-26 17:43:44,Canada
INV_000577,CUST_01746,PROD_0038,Product 38 Modern,1,199.23,2024-03-05 17:14:30,Germany
INV_004603,CUST_00393,PROD_0017,Product 17 Luxury,3,133.94,2024-05-30 12:27:02,United States
INV_007930,CUST_01272,PROD_0050,Product 50 Luxury,2,176.34,2024-03-28 04:20:29,United States
INV_005135,CUST_00285,PROD_0033,Product 33 Modern,1,82.87,2024-03-07 22:49:07,United States
INV_007763,CUST_02072,PROD_0006,Product 6 Luxury,3,43.76,2024-05-10 13:49:14,United Kingdom
INV_000010,CUST_01850,PROD_0004,Product 4 Modern,2,10.8,2024-02-16 23:50:27,United States
INV_004556,CUST_01455,PROD_0033,Product 33 Modern,1,82.87,2024-08-12 17:50:21,United States
INV_006257,CUST_01503,PROD_0013,Product 13 Eco,2,162.38,2024-09-01 20:28:49,United States
INV_002482,CUST_00011,PROD_0043,Product 43 Vintage,6,5.62,2024-02-29 19:36:26,United States
INV_006818,CUST_00910,PROD_0037,Product 37 Modern,2,17.38,2024-04-13 06:32:14,United Kingdom
INV_006261,CUST_00478,PROD_0044,Product 44 Essential,2,153.57,2024-10-16 20:25:12,United States
INV_007289,CUST_02175,PROD_0046,Product 46 Essential,3,123.74,2024-03-25 17:29:22,United States
INV_006986,CUST_00976,PROD_0026,Product 26 Luxury,1,165.24,2024-08-08 14:15:59,France
INV_001611,CUST_00319,PROD_0044,Product 44 Essential,5,153.57,2024-07-19 15:38:50,United States
INV_000603,CUST_00714,PROD_0004,Product 4 Modern,1,10.8,2024-11-04 05:47:11,United States
INV_002150,CUST_01662,PROD_0034,Product 34 Vintage,1,104.35,2024-11-13 12:08:42,Germany
INV_005540,CUST_02143,PROD_0030,Product 30 Modern,5,32.85,2024-09-12 02:40:34,France
INV_002008,CUST_01331,PROD_0041,Product 41 Eco,8,154.87,2024-12-02 14:55:39,United Kingdom
INV_007013,CUST_00070,PROD_0024,Product 24 Modern,6,197.95,2024-06-26 11:57:33,France
INV_005937,CUST_01849,PROD_0027,Product 27 Essential,1,57.2,2024-05-11 02:00:22,United States
INV_001135,CUST_01842,PROD_0009,Product 9 Luxury,7,141.13,2024-06-29 23:56:54,United States
INV_006326,CUST_01779,PROD_0034,Product 34 Vintage,2,104.35,2024-09-13 16:12:28,United States
INV_007200,CUST_01555,PROD_0009,Product 9 Luxury,1,141.13,2024-05-01 14:20:13,United States
INV_001748,CUST_01994,PROD_0049,Product 49 Eco,1,100.27,2024-04-26 12:31:16,United States
INV_005958,CUST_01526,PROD_0026,Product 26 Luxury,3,165.24,2024-09-08 22:28:44,United States
INV_000996,CUST_00481,PROD_0031,Product 31 Vintage,1,150.26,2024-10-28 05:24:39,France
INV_005228,CUST_00426,PROD_0041,Product 41 Eco,2,154.87,2024-09-22 18:17:35,United States
INV_005881,CUST_02039,PROD_0015,Product 15 Modern,3,112.64,2024-06-29 00:10:11,Germany
INV_001275,CUST_01989,PROD_0013,Product 13 Eco,1,162.38,2024-08-10 03:38:34,United Kingdom
INV_006264,CUST_02131,PROD_0008,Product 8 Eco,2,162.83,2024-12-09 16:12:49,United States
INV_003575,CUST_02095,PROD_0039,Product 39 Eco,1,194.35,2024-03-13 13:39:49,United States
INV_004152,CUST_00788,PROD_0013,Product 13 Eco,1,162.38,2024-02-03 09:44:55,United Kingdom
INV_005126,CUST_01439,PROD_0040,Product 40 Luxury,2,137.92,2024-09-08 08:34:36,United Kingdom
INV_003391,CUST_01364,PROD_0030,Product 30 Modern,1,32.85,2024-12-04 15:04:31,United States
INV_000123,CUST_02358,PROD_0016,Product 16 Eco,1,117.57,2024-03-16 12:16:03,Germany
INV_006403,CUST_02210,PROD_0037,Product 37 Modern,2,17.38,2024-04-04 09:11:53,Canada
INV_005842,CUST_00340,PROD_0037,Product 37 Modern,2,17.38,2024-02-09 02:13:03,United States
INV_005396,CUST_00797,PROD_0012,Product 12 Luxury,6,170.25,2024-12-16 05:54:19,United States
INV_001147,CUST_00573,PROD_0035,Product 35 Luxury,1,172.91,2024-02-17 04:01:35,United States
INV_007266,CUST_01727,PROD_0041,Product 41 Eco,3,154.87,2024-05-19 18:31:31,United Kingdom
INV_006595,CUST_00081,PROD_0030,Product 30 Modern,4,32.85,2024-08-09 18:30:47,United States
INV_001433,CUST_02287,PROD_0025,Product 25 Eco,4,138.49,2024-12-12 10:37:09,Japan
INV_001970,CUST_02169,PROD_0030,Product 30 Modern,2,32.85,2024-04-28 10:07:49,United States
INV_004957,CUST_01578,PROD_0040,Product 40 Luxury,2,137.92,2024-09-02 09:33:02,United States
INV_006928,CUST_02106,PROD_0011,Product 11 Essential,5,23.08,2024-03-08 21:31:08,United States
INV_002565,CUST_01656,PROD_0012,Product 12 Luxury,4,170.25,2024-02-17 16:13:34,United States
INV_003396,CUST_00956,PROD_0049,Product 49 Eco,1,100.27,2024-03-27 19:38:41,United States
INV_002469,CUST_00572,PROD_0044,Product 44 Essential,2,153.57,2024-11-20 11:31:54,United Kingdom
INV_006227,CUST_02069,PROD_0016,Product 16 Eco,3,117.57,2024-07-11 21:15:58,Germany
INV_006120,CUST_02186,PROD_0041,Product 41 Eco,1,154.87,2024-11-28 21:27:27,United States
INV_005763,CUST_02047,PROD_0047,Product 47 Vintage,2,153.68,2024-02-19 00:38:26,France
INV_004156,CUST_00295,PROD_0008,Product 8 Eco,4,162.83,2024-05-12 07:39:34,United States
INV_007241,CUST_00460,PROD_0008,Product 8 Eco,1,162.83,2024-07-14 09:32:18,United States
INV_006416,CUST_00701,PROD_0015,Product 15 Modern,1,112.64,2024-03-11 01:54:22,United States
INV_003491,CUST_01777,PROD_0017,Product 17 Luxury,1,133.94,2024-05-27 03:59:40,United States
INV_005797,CUST_00629,PROD_0034,Product 34 Vintage,1,104.35,2024-12-28 07:42:06,France
INV_004604,CUST_00547,PROD_0032,Product 32 Eco,1,150.66,2024-06-04 07:11:05,France
INV_006889,CUST_00905,PROD_0022,Product 22 Luxury,1,128.81,2024-03-15 16:14:58,France
INV_002849,CUST_01919,PROD_0039,Product 39 Eco,2,194.35,2024-02-20 22:29:11,Canada
INV_006404,CUST_02111,PROD_0045,Product 45 Eco,1,174.74,2024-03-09 19:46:42,United Kingdom
INV_005246,CUST_01648,PROD_0025,Product 25 Eco,2,138.49,2024-02-18 13:18:36,France
INV_001368,CUST_01279,PROD_0050,Product 50 Luxury,1,176.34,2024-02-20 01:43:19,United States
INV_003924,CUST_02173,PROD_0040,Product 40 Luxury,1,137.92,2024-05-16 19:14:20,United States
INV_007556,CUST_02399,PROD_0023,Product 23 Eco,2,36.85,2024-02-21 05:30:21,Canada
INV_005637,CUST_01514,PROD_0010,Product 10 Essential,1,35.31,2024-04-17 17:27:24,United States
INV_005978,CUST_01083,PROD_0018,Product 18 Essential,5,171.78,2024-10-25 06:16:02,United States
INV_007813,CUST_00994,PROD_0016,Product 16 Eco,1,117.57,2024-04-22 05:26:40,France
INV_000953,CUST_00656,PROD_0027,Product 27 Essential,1,57.2,2024-05-08 13:02:49,United Kingdom
INV_005935,CUST_00014,PROD_0026,Product 26 Luxury,1,165.24,2024-04-03 00:46:51,United States
INV_000185,CUST_01484,PROD_0014,Product 14 Modern,1,29.33,2024-09-03 20:04:57,Canada
INV_002655,CUST_00370,PROD_0033,Product 33 Modern,1,82.87,2024-06-03 03:19:47,Australia
INV_004385,CUST_01307,PROD_0001,Product 1 Luxury,1,149.59,2024-09-13 13:21:29,United States
INV_002618,CUST_00877,PROD_0023,Product 23 Eco,2,36.85,2024-04-21 14:20:52,United States
INV_004829,CUST_02308,PROD_0037,Product 37 Modern,5,17.38,2024-06-01 20:04:45,Germany
INV_003838,CUST_01258,PROD_0050,Product 50 Luxury,1,176.34,2024-07-13 23:46:23,France
INV_003731,CUST_02475,PROD_0037,Product 37 Modern,1,17.38,2024-10-18 17:03:58,United States
INV_006805,CUST_01631,PROD_0023,Product 23 Eco,6,36.85,2024-03-11 13:48:07,United States
INV_006986,CUST_00976,PROD_0038,Product 38 Modern,1,199.23,2024-08-08 14:15:59,France
INV_002837,CUST_01192,PROD_0005,Product 5 Vintage,2,103.53,2024-01-15 09:01:31,United Kingdom
INV_005272,CUST_00145,PROD_0010,Product 10 Essential,1,35.31,2024-09-19 14:32:31,United States
INV_003699,CUST_01445,PROD_0018,Product 18 Essential,2,171.78,2024-05-04 00:14:19,United Kingdom
INV_000603,CUST_00714,PROD_0005,Product 5 Vintage,1,103.53,2024-11-04 05:47:11,United States
INV_001775,CUST_00422,PROD_0026,Product 26 Luxury,6,165.24,2024-02-07 02:37:30,United States
INV_003736,CUST_01254,PROD_0001,Product 1 Luxury,1,149.59,2024-10-02 11:38:50,United States
INV_004323,CUST_02415,PROD_0028,Product 28 Vintage,1,175.88,2024-12-21 20:55:30,France
INV_002910,CUST_01528,PROD_0026,Product 26 Luxury,5,165.24,2024-04-10 21:06:20,United Kingdom
INV_003794,CUST_00432,PROD_0028,Product 28 Vintage,1,175.88,2024-04-22 21:09:11,United States
INV_001314,CUST_01252,PROD_0024,Product 24 Modern,5,197.95,2024-10-03 19:13:22,Australia
INV_002390,CUST_01577,PROD_0047,Product 47 Vintage,3,153.68,2024-12-12 23:24:45,Germany
INV_001682,CUST_02123,PROD_0014,Product 14 Modern,1,29.33,2024-04-21 01:46:26,United States
INV_000119,CUST_00963,PROD_0035,Product 35 Luxury,1,172.91,2024-09-18 06:54:36,United States
INV_003260,CUST_02332,PROD_0016,Product 16 Eco,1,117.57,2024-03-07 14:06:53,United States
INV_007764,CUST_02222,PROD_0033,Product 33 Modern,2,82.87,2024-12-20 14:15:06,France
INV_004736,CUST_00245,PROD_0011,Product 11 Essential,2,23.08,2024-04-23 18:36:49,France
INV_005223,CUST_00588,PROD_0036,Product 36 Vintage,1,159.45,2024-07-31 11:33:33,Australia
INV_003821,CUST_00659,PROD_0015,Product 15 Modern,6,112.64,2024-09-27 13:37:20,United States
INV_006870,CUST_01618,PROD_0011,Product 11 Essential,3,23.08,2024-03-21 10:41:56,United States
INV_000323,CUST_00587,PROD_0031,Product 31 Vintage,2,150.26,2024-03-31 04:09:11,United Kingdom
INV_004274,CUST_02487,PROD_0034,Product 34 Vintage,1,104.35,2024-11-02 02:13:30,United States
