invoice_no,customer_id,product_id,stock_code,product_name,description,category,quantity,unit_price,total_spend,transaction_date,country,device
INV_007834,CUST_00435,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-08-02 21:25:48,United States,Desktop
INV_001739,CUST_01525,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,1,32.85,32.85,2024-05-21 18:46:24,Canada,Desktop
INV_005962,CUST_00478,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-08-18 06:05:36,United States,Desktop
INV_006165,CUST_00966,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,3,132.8,398.4,2024-06-09 09:10:54,United States,Desktop
INV_007890,CUST_01281,PROD_0023,PROD_0023,Product 23 Eco,Product 23 Eco,Electronics,4,36.85,147.4,2024-02-09 09:08:45,United States,Desktop
INV_002101,CUST_00130,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,3,57.2,171.6,2024-04-15 10:32:21,United States,Desktop
INV_001077,CUST_00637,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,4,153.57,614.28,2024-07-27 07:31:07,United States,Desktop
INV_006186,CUST_01209,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,1,112.64,112.64,2024-10-08 22:42:49,United States,Desktop
INV_007575,CUST_00347,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-01-29 03:33:11,United States,Desktop
INV_002433,CUST_02193,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-04-20 18:41:27,United States,Desktop
INV_003054,CUST_00674,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-05-07 20:35:45,United States,Desktop
INV_004680,CUST_02044,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,5,21.94,109.7,2024-03-22 19:16:58,United Kingdom,Desktop
INV_001222,CUST_00137,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-04-24 12:44:51,United States,Desktop
INV_005700,CUST_01820,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,2,23.08,46.16,2024-06-20 20:39:20,United States,Desktop
INV_000902,CUST_00260,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,3,149.59,448.77,2024-03-05 22:29:09,United States,Desktop
INV_002524,CUST_01984,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-10-21 02:51:53,United States,Desktop
INV_003723,CUST_00052,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,3,62.22,186.66,2024-08-09 01:10:17,France,Desktop
INV_004605,CUST_01160,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-11-14 09:00:23,Germany,Desktop
INV_007998,CUST_00324,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,1,117.57,117.57,2024-03-25 06:53:37,Germany,Desktop
INV_006168,CUST_01500,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-04-30 10:35:14,France,Desktop
INV_007369,CUST_00075,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-01-12 15:30:19,United Kingdom,Desktop
INV_002032,CUST_01574,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-10-09 06:57:18,France,Desktop
INV_003481,CUST_00527,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,2,199.23,398.46,2024-10-10 03:44:44,United Kingdom,Desktop
INV_001731,CUST_02123,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-06-27 16:10:07,United States,Desktop
INV_005281,CUST_01187,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,2,132.8,265.6,2024-04-27 18:24:22,United States,Desktop
INV_000183,CUST_01398,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-01-05 21:55:35,France,Desktop
INV_006484,CUST_02067,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,2,162.83,325.66,2024-02-11 05:57:17,United Kingdom,Desktop
INV_001112,CUST_00994,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,2,170.25,340.5,2024-06-29 04:06:36,United States,Desktop
INV_003446,CUST_01538,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,4,57.2,228.8,2024-10-28 07:26:39,Germany,Desktop
INV_003895,CUST_01538,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,2,17.38,34.76,2024-12-11 12:43:51,United States,Desktop
INV_006358,CUST_00665,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,2,43.76,87.52,2024-01-23 14:17:43,Germany,Desktop
INV_006317,CUST_02131,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,1,82.87,82.87,2024-02-23 19:07:42,Germany,Desktop
INV_005301,CUST_02027,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,1,82.87,82.87,2024-01-07 04:42:58,United Kingdom,Desktop
INV_001787,CUST_02209,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,3,82.87,248.61,2024-03-09 18:06:03,United Kingdom,Desktop
INV_005540,CUST_02143,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,3,194.35,583.05,2024-09-12 02:40:34,France,Desktop
INV_000383,CUST_02442,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-01-02 02:25:45,United States,Desktop
INV_001682,CUST_02123,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,1,17.38,17.38,2024-04-21 01:46:26,United States,Desktop
INV_002496,CUST_01459,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,3,153.57,460.71,2024-01-19 22:03:20,United States,Desktop
INV_005705,CUST_02147,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,2,82.87,165.74,2024-05-12 22:21:44,United States,Desktop
INV_007115,CUST_02300,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,3,82.87,248.61,2024-09-14 20:48:54,United Kingdom,Desktop
INV_003276,CUST_00550,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-04-18 00:19:34,United States,Desktop
INV_002580,CUST_02040,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,1,154.87,154.87,2024-07-09 09:27:52,United Kingdom,Desktop
INV_000180,CUST_00496,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,2,5.62,11.24,2024-11-05 05:22:31,Japan,Desktop
INV_004678,CUST_01310,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,1,141.13,141.13,2024-05-14 12:22:04,France,Desktop
INV_000967,CUST_00707,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-11-12 00:35:24,Germany,Desktop
INV_002150,CUST_01662,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,3,62.22,186.66,2024-11-13 12:08:42,Germany,Desktop
INV_003462,CUST_00509,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,2,100.27,200.54,2024-10-19 15:12:20,Germany,Desktop
INV_000637,CUST_01984,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,3,172.91,518.73,2024-06-29 08:54:52,United States,Desktop
INV_005594,CUST_02033,PROD_0047,PROD_0047,Product 47 Vintage,Product 47 Vintage,Electronics,1,153.68,153.68,2024-05-22 09:39:52,France,Desktop
INV_003336,CUST_01262,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-01-03 11:50:29,Japan,Desktop
INV_006873,CUST_01065,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,3,10.8,32.4,2024-05-07 05:57:18,United States,Desktop
INV_003295,CUST_01971,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,1,100.27,100.27,2024-02-01 01:48:10,Australia,Desktop
INV_007627,CUST_01530,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,4,153.57,614.28,2024-01-23 17:09:48,United States,Desktop
INV_000122,CUST_00299,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,1,150.26,150.26,2024-06-25 20:47:10,United States,Desktop
INV_006633,CUST_00805,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,2,199.23,398.46,2024-12-20 01:14:07,United States,Desktop
INV_006282,CUST_00560,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,3,82.87,248.61,2024-06-07 05:46:36,United States,Desktop
INV_000657,CUST_01084,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,9,153.57,1382.13,2024-10-09 12:51:59,United States,Desktop
INV_006688,CUST_01662,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,5,172.91,864.55,2024-07-11 18:39:44,United Kingdom,Desktop
INV_004019,CUST_01865,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,2,162.83,325.66,2024-02-25 01:59:07,Australia,Desktop
INV_003430,CUST_01246,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-06-26 16:30:43,Germany,Desktop
INV_007239,CUST_00018,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-09-23 13:40:09,United States,Desktop
INV_006589,CUST_01002,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,1,112.64,112.64,2024-11-02 13:17:27,United Kingdom,Desktop
INV_003749,CUST_00868,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,4,184.1,736.4,2024-08-19 21:28:32,United States,Desktop
INV_000050,CUST_01287,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-04-02 16:42:51,United States,Desktop
INV_006804,CUST_01886,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,2,77.18,154.36,2024-08-13 15:37:37,France,Desktop
INV_001406,CUST_00409,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,2,165.24,330.48,2024-11-11 19:22:19,United States,Desktop
INV_001293,CUST_01653,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-02-22 16:20:52,France,Desktop
INV_005698,CUST_01584,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,2,199.23,398.46,2024-06-22 06:33:40,United States,Desktop
INV_007813,CUST_00994,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,1,5.62,5.62,2024-04-22 05:26:40,France,Desktop
INV_007244,CUST_01282,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,2,43.76,87.52,2024-08-08 23:13:54,Germany,Desktop
INV_001945,CUST_00184,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,1,141.84,141.84,2024-12-24 22:17:29,France,Desktop
INV_005241,CUST_00715,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,2,194.35,388.7,2024-05-30 20:37:58,Japan,Desktop
INV_000926,CUST_01545,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,1,59.19,59.19,2024-01-29 17:24:18,United States,Desktop
INV_004634,CUST_00616,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,6,137.92,827.52,2024-01-03 16:50:29,United States,Desktop
INV_003684,CUST_00348,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,8,32.2,257.6,2024-12-13 19:28:16,United States,Desktop
INV_004906,CUST_02004,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,1,170.25,170.25,2024-10-14 15:17:01,United Kingdom,Desktop
INV_002786,CUST_01271,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-12-16 23:24:50,Germany,Desktop
INV_000017,CUST_01989,PROD_0024,PROD_0024,Product 24 Modern,Product 24 Modern,Electronics,1,197.95,197.95,2024-03-24 04:49:54,United Kingdom,Desktop
INV_004975,CUST_02255,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-10-03 18:48:07,United States,Desktop
INV_002225,CUST_00059,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,2,112.64,225.28,2024-10-14 22:37:14,United States,Desktop
INV_004200,CUST_00931,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,3,184.1,552.3,2024-06-09 10:02:57,Germany,Desktop
INV_005396,CUST_00797,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,3,117.57,352.71,2024-12-16 05:54:19,United States,Desktop
INV_005713,CUST_02460,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,3,35.31,105.93,2024-12-06 21:02:30,United Kingdom,Desktop
INV_005684,CUST_00903,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,3,153.57,460.71,2024-08-28 03:05:04,United Kingdom,Desktop
INV_000618,CUST_00627,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,2,32.85,65.7,2024-04-28 02:38:46,United States,Desktop
INV_000915,CUST_02012,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,1,57.2,57.2,2024-08-11 15:35:02,France,Desktop
INV_007046,CUST_02139,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-08-12 04:56:23,United Kingdom,Desktop
INV_003088,CUST_02121,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-08-15 18:00:58,Germany,Desktop
INV_001817,CUST_00890,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,1,153.57,153.57,2024-05-12 18:51:31,United States,Desktop
INV_007234,CUST_01768,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,2,62.22,124.44,2024-09-29 00:25:30,Australia,Desktop
INV_007076,CUST_00558,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,3,100.27,300.81,2024-04-18 03:18:21,France,Desktop
INV_007546,CUST_01954,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,1,10.8,10.8,2024-10-07 23:56:16,Australia,Desktop
INV_005329,CUST_01888,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,4,133.94,535.76,2024-09-02 01:22:24,Canada,Desktop
INV_004759,CUST_00115,PROD_0047,PROD_0047,Product 47 Vintage,Product 47 Vintage,Electronics,2,153.68,307.36,2024-11-26 11:08:28,United States,Desktop
INV_007384,CUST_01896,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,2,62.22,124.44,2024-06-24 21:57:08,United States,Desktop
INV_002692,CUST_00113,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-10-22 22:07:33,United States,Desktop
INV_003677,CUST_01579,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-02-27 05:38:55,United States,Desktop
INV_003900,CUST_01421,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,5,10.8,54.0,2024-07-06 22:22:38,Japan,Desktop
INV_001279,CUST_01358,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,2,57.2,114.4,2024-09-25 04:03:16,United States,Desktop
INV_000349,CUST_01388,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,4,132.8,531.2,2024-11-08 07:59:26,United States,Desktop
INV_001668,CUST_00488,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-10-17 10:08:00,United States,Desktop
INV_004419,CUST_00303,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,2,21.94,43.88,2024-07-14 22:22:15,Germany,Desktop
INV_007359,CUST_01577,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-02-17 14:09:13,Australia,Desktop
INV_003295,CUST_01971,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,2,35.31,70.62,2024-02-01 01:48:10,Australia,Desktop
INV_004921,CUST_01925,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,2,57.2,114.4,2024-10-23 01:02:15,United States,Desktop
INV_005336,CUST_02169,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-03-15 19:31:18,United Kingdom,Desktop
INV_002451,CUST_02257,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-02-15 09:21:51,United States,Desktop
INV_007754,CUST_00701,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-09-13 07:30:13,France,Desktop
INV_000158,CUST_00344,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,1,32.85,32.85,2024-09-06 14:51:39,United States,Desktop
INV_004159,CUST_02052,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,2,5.62,11.24,2024-05-16 17:51:58,United States,Desktop
INV_002777,CUST_01324,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,1,17.38,17.38,2024-11-05 23:16:08,United States,Desktop
INV_005299,CUST_00808,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,2,32.85,65.7,2024-09-03 07:23:04,United States,Desktop
INV_000728,CUST_01355,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-03-04 02:33:22,Germany,Desktop
INV_000018,CUST_02339,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,5,175.88,879.4,2024-08-11 18:40:54,United Kingdom,Desktop
INV_005615,CUST_01968,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,2,162.83,325.66,2024-11-07 03:57:39,United States,Desktop
INV_007247,CUST_00183,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,3,138.49,415.47,2024-10-02 06:46:18,United States,Desktop
INV_001405,CUST_01213,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,1,150.26,150.26,2024-04-12 13:49:25,United Kingdom,Desktop
INV_001085,CUST_02034,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,2,149.59,299.18,2024-05-14 15:31:33,United Kingdom,Desktop
INV_004345,CUST_02452,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,3,141.13,423.39,2024-12-16 12:17:40,United States,Desktop
INV_001967,CUST_02178,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,1,137.92,137.92,2024-02-04 04:24:43,United States,Desktop
INV_000466,CUST_01049,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,3,154.87,464.61,2024-03-17 14:42:23,United States,Desktop
INV_001436,CUST_02031,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,1,57.2,57.2,2024-12-03 15:32:27,United States,Desktop
INV_007384,CUST_01896,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-06-24 21:57:08,United States,Desktop
INV_001789,CUST_02311,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,3,141.84,425.52,2024-06-17 22:16:58,United Kingdom,Desktop
INV_003126,CUST_01205,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,2,154.87,309.74,2024-11-02 15:29:29,United States,Desktop
INV_005259,CUST_01689,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-01-20 18:17:21,United States,Desktop
INV_004276,CUST_01928,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,3,153.57,460.71,2024-04-24 04:51:58,United Kingdom,Desktop
INV_003970,CUST_02393,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-12-10 18:52:51,Canada,Desktop
INV_000090,CUST_00792,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,2,184.1,368.2,2024-06-03 17:58:19,United States,Desktop
INV_006640,CUST_00572,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,5,5.62,28.1,2024-01-21 18:41:18,United States,Desktop
INV_001169,CUST_01410,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,1,77.18,77.18,2024-12-20 10:45:58,United Kingdom,Desktop
INV_007184,CUST_00243,PROD_0024,PROD_0024,Product 24 Modern,Product 24 Modern,Electronics,1,197.95,197.95,2024-06-07 06:42:26,Australia,Desktop
INV_004888,CUST_02363,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-02-29 06:22:46,United States,Desktop
INV_007691,CUST_00646,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,5,35.31,176.55,2024-02-28 14:34:38,United Kingdom,Desktop
INV_003757,CUST_01601,PROD_0024,PROD_0024,Product 24 Modern,Product 24 Modern,Electronics,1,197.95,197.95,2024-10-08 19:54:12,United States,Desktop
INV_001497,CUST_01179,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,4,159.45,637.8,2024-09-26 02:37:56,Germany,Desktop
INV_004669,CUST_01698,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-09-12 05:40:01,United States,Desktop
INV_006688,CUST_01662,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-07-11 18:39:44,United Kingdom,Desktop
INV_004998,CUST_00657,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,2,138.49,276.98,2024-10-23 22:31:21,Japan,Desktop
INV_003678,CUST_01175,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,1,149.59,149.59,2024-03-28 17:23:42,Australia,Desktop
INV_006179,CUST_02168,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,1,59.19,59.19,2024-10-13 19:22:36,United States,Desktop
INV_002608,CUST_02327,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,3,141.13,423.39,2024-07-18 21:54:33,Canada,Desktop
INV_007303,CUST_02381,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-04-21 10:28:19,France,Desktop
INV_002884,CUST_00566,PROD_0023,PROD_0023,Product 23 Eco,Product 23 Eco,Electronics,1,36.85,36.85,2024-11-07 09:01:32,United States,Desktop
INV_006260,CUST_00190,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-07-20 16:35:33,Germany,Desktop
INV_006176,CUST_00249,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,2,43.76,87.52,2024-04-14 00:10:35,France,Desktop
INV_006678,CUST_00252,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,3,132.8,398.4,2024-06-21 02:07:37,Germany,Desktop
INV_006381,CUST_01541,PROD_0018,PROD_0018,Product 18 Essential,Product 18 Essential,Electronics,2,171.78,343.56,2024-02-17 02:15:51,United States,Desktop
INV_007954,CUST_01896,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,4,117.57,470.28,2024-10-10 22:36:27,United Kingdom,Desktop
INV_006776,CUST_00126,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-11-12 15:19:21,France,Desktop
INV_007186,CUST_00079,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,2,82.87,165.74,2024-06-03 11:36:38,United Kingdom,Desktop
INV_000974,CUST_00761,PROD_0023,PROD_0023,Product 23 Eco,Product 23 Eco,Electronics,4,36.85,147.4,2024-07-08 00:05:42,United Kingdom,Desktop
INV_004670,CUST_01094,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,10,132.8,1328.0,2024-06-28 14:15:52,United Kingdom,Desktop
INV_002038,CUST_01719,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-04-29 15:20:52,United States,Desktop
INV_007693,CUST_01682,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-03-25 19:19:17,United States,Desktop
INV_001248,CUST_00397,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,6,162.38,974.28,2024-02-03 06:51:00,Germany,Desktop
INV_001891,CUST_01383,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-09-12 08:38:28,United States,Desktop
INV_003304,CUST_01559,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,2,32.85,65.7,2024-06-29 01:32:33,United States,Desktop
INV_005120,CUST_01587,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-11-08 14:20:30,United States,Desktop
INV_004795,CUST_00342,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,1,103.53,103.53,2024-07-03 20:58:31,United States,Desktop
INV_004764,CUST_02405,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,2,77.18,154.36,2024-11-27 02:54:20,United Kingdom,Desktop
INV_003970,CUST_02393,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,4,5.62,22.48,2024-12-10 18:52:51,Canada,Desktop
INV_001106,CUST_02113,PROD_0048,PROD_0048,Product 48 Eco,Product 48 Eco,Electronics,1,184.1,184.1,2024-01-18 20:05:07,Australia,Desktop
INV_002102,CUST_02036,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,2,170.25,340.5,2024-12-06 14:41:12,United States,Desktop
INV_003170,CUST_01711,PROD_0012,PROD_0012,Product 12 Luxury,Product 12 Luxury,Electronics,1,170.25,170.25,2024-03-22 09:28:17,United States,Desktop
INV_003365,CUST_02174,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,2,17.38,34.76,2024-04-18 12:49:34,Australia,Desktop
INV_000091,CUST_00285,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,1,138.49,138.49,2024-10-27 07:55:36,United States,Desktop
INV_000596,CUST_01170,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,5,32.85,164.25,2024-09-26 12:22:06,Canada,Desktop
