customer_id,recency_days,transaction_frequency,total_monetary_spend,r_score,f_score,m_score,rfm_score,customer_segment,cluster_id,avg_order_value
CUST_00343,234.3,4,4005.82,1,4,5,145,Loyal Customers,Cluster_4,1001.46
CUST_00344,9.4,6,4109.6,5,5,5,555,Champions,Cluster_1,684.93
CUST_00345,3.2,5,2360.79,5,5,3,553,Loyal Customers,Cluster_1,472.16
CUST_00346,113.4,1,429.52,2,1,1,211,Lost,Cluster_2,429.52
CUST_00347,77.3,6,1337.5,3,5,2,352,Potential Loyalists,Cluster_4,222.92
CUST_00348,12.4,7,5800.32,5,5,5,555,Champions,Cluster_1,828.62
CUST_00349,21.7,5,1181.74,5,5,2,552,Potential Loyalists,Cluster_1,236.35
CUST_00350,198.5,3,2279.49,1,4,3,143,Loyal Customers,Cluster_3,759.83
CUST_00351,250.5,1,65.7,1,1,1,111,Lost,Cluster_2,65.7
CUST_00352,320.9,2,1774.73,1,2,3,123,Potential Loyalists,Cluster_3,887.37
CUST_00353,84.5,4,5535.38,3,4,5,345,Loyal Customers,Cluster_4,1383.85
CUST_00354,106.9,5,3078.92,2,5,4,254,Loyal Customers,Cluster_4,615.78
CUST_00355,25.3,3,2561.09,5,4,3,543,Loyal Customers,Cluster_1,853.7
CUST_00357,169.0,7,3719.96,2,5,5,255,Loyal Customers,Cluster_4,531.42
CUST_00358,21.4,3,2745.76,5,4,4,544,Champions,Cluster_1,915.25
CUST_00359,282.2,1,1707.95,1,1,2,112,Lost,Cluster_3,1707.95
CUST_00360,143.1,2,649.81,2,2,1,221,Lost,Cluster_2,324.9
CUST_00361,122.4,3,1991.51,2,4,3,243,Loyal Customers,Cluster_3,663.84
CUST_00362,242.3,1,921.12,1,1,1,111,Lost,Cluster_2,921.12
CUST_00363,29.7,4,1856.84,4,4,3,443,Loyal Customers,Cluster_1,464.21
CUST_00364,46.9,2,1646.58,4,2,2,422,New Customers,Cluster_3,823.29
CUST_00365,206.5,6,3782.57,1,5,5,155,Loyal Customers,Cluster_4,630.43
CUST_00366,290.7,2,1999.84,1,2,3,123,Potential Loyalists,Cluster_3,999.92
CUST_00367,194.4,3,1489.73,1,4,2,142,At Risk,Cluster_3,496.58
CUST_00368,64.0,6,5229.05,3,5,5,355,Loyal Customers,Cluster_4,871.51
CUST_00369,176.1,1,396.69,1,1,1,111,Lost,Cluster_2,396.69
CUST_00370,72.2,7,3230.76,3,5,4,354,Loyal Customers,Cluster_4,461.54
CUST_00371,211.9,3,4504.69,1,4,5,145,Loyal Customers,Cluster_4,1501.56
CUST_00372,55.4,3,2846.53,4,4,4,444,Champions,Cluster_3,948.84
CUST_00373,16.9,5,4885.52,5,5,5,555,Champions,Cluster_1,977.1
CUST_00374,321.7,1,1339.86,1,1,2,112,Lost,Cluster_2,1339.86
CUST_00375,99.6,2,1650.86,3,2,2,322,Potential Loyalists,Cluster_3,825.43
CUST_00376,121.3,4,3962.93,2,4,5,245,Loyal Customers,Cluster_4,990.73
CUST_00377,87.3,2,4301.01,3,2,5,325,Potential Loyalists,Cluster_3,2150.51
CUST_00378,124.8,3,3367.37,2,4,4,244,Loyal Customers,Cluster_3,1122.46
CUST_00379,221.3,1,665.79,1,1,1,111,Lost,Cluster_2,665.79
CUST_00380,265.7,2,1850.15,1,2,3,123,Potential Loyalists,Cluster_3,925.08
CUST_00381,234.1,3,2522.29,1,4,3,143,Loyal Customers,Cluster_3,840.76
CUST_00382,28.3,8,5750.14,4,5,5,455,Champions,Cluster_4,718.77
CUST_00383,6.2,3,2026.18,5,4,3,543,Loyal Customers,Cluster_1,675.39
CUST_00384,44.1,3,1861.69,4,4,3,443,Loyal Customers,Cluster_3,620.56
CUST_00385,163.6,2,3672.09,2,2,5,225,Potential Loyalists,Cluster_3,1836.05
CUST_00386,189.4,2,2157.72,1,2,3,123,Potential Loyalists,Cluster_3,1078.86
CUST_00387,21.4,5,5569.84,5,5,5,555,Champions,Cluster_1,1113.97
CUST_00388,57.5,4,1290.54,4,4,2,442,Potential Loyalists,Cluster_3,322.63
CUST_00389,87.4,4,2145.81,3,4,3,343,Loyal Customers,Cluster_4,536.45
CUST_00390,35.4,2,2492.24,4,2,3,423,New Customers,Cluster_3,1246.12
CUST_00391,18.5,4,3131.82,5,4,4,544,Champions,Cluster_1,782.96
CUST_00392,80.2,3,5177.56,3,4,5,345,Loyal Customers,Cluster_4,1725.85
CUST_00393,215.5,1,2091.59,1,1,3,113,Potential Loyalists,Cluster_3,2091.59
CUST_00394,166.4,3,1370.91,2,4,2,242,At Risk,Cluster_3,456.97
CUST_00395,36.6,4,2783.92,4,4,4,444,Champions,Cluster_4,695.98
CUST_00396,49.7,6,3909.7,4,5,5,455,Champions,Cluster_4,651.62
CUST_00397,332.7,3,3962.33,1,4,5,145,Loyal Customers,Cluster_3,1320.78
CUST_00399,9.6,5,1938.06,5,5,3,553,Loyal Customers,Cluster_1,387.61
CUST_00401,352.5,1,264.57,1,1,1,111,Lost,Cluster_2,264.57
CUST_00402,19.2,3,2009.35,5,4,3,543,Loyal Customers,Cluster_1,669.78
CUST_00403,46.7,4,2917.39,4,4,4,444,Champions,Cluster_4,729.35
CUST_00404,54.2,5,2880.87,4,5,4,454,Champions,Cluster_4,576.17
CUST_00405,7.1,4,2876.56,5,4,4,544,Champions,Cluster_1,719.14
CUST_00406,40.1,4,2218.52,4,4,3,443,Loyal Customers,Cluster_4,554.63
CUST_00407,69.8,4,2649.19,3,4,4,344,Loyal Customers,Cluster_4,662.3
CUST_00408,231.1,3,1605.31,1,4,2,142,At Risk,Cluster_3,535.1
CUST_00409,50.2,4,2820.35,4,4,4,444,Champions,Cluster_4,705.09
CUST_00410,86.1,4,3234.68,3,4,4,344,Loyal Customers,Cluster_4,808.67
CUST_00411,6.8,7,4390.38,5,5,5,555,Champions,Cluster_1,627.2
CUST_00412,36.9,6,2258.93,4,5,3,453,Loyal Customers,Cluster_4,376.49
CUST_00414,33.7,6,4071.0,4,5,5,455,Champions,Cluster_4,678.5
CUST_00415,11.0,8,6199.13,5,5,5,555,Champions,Cluster_1,774.89
CUST_00416,102.2,6,3614.23,3,5,4,354,Loyal Customers,Cluster_4,602.37
CUST_00417,43.0,2,1313.07,4,2,2,422,New Customers,Cluster_3,656.53
CUST_00418,46.1,4,3667.87,4,4,4,444,Champions,Cluster_4,916.97
CUST_00419,206.4,1,311.64,1,1,1,111,Lost,Cluster_2,311.64
CUST_00420,285.8,2,2687.47,1,2,4,124,Potential Loyalists,Cluster_3,1343.73
CUST_00421,121.2,4,2621.37,2,4,4,244,Loyal Customers,Cluster_4,655.34
CUST_00422,18.7,3,5046.12,5,4,5,545,Champions,Cluster_1,1682.04
CUST_00423,93.7,3,1516.22,3,4,2,342,Potential Loyalists,Cluster_3,505.41
CUST_00425,1.4,6,6258.6,5,5,5,555,Champions,Cluster_1,1043.1
CUST_00426,62.7,5,3286.12,3,5,4,354,Loyal Customers,Cluster_4,657.22
CUST_00427,352.2,1,35.31,1,1,1,111,Lost,Cluster_2,35.31
CUST_00428,241.1,3,2430.15,1,4,3,143,Loyal Customers,Cluster_3,810.05
CUST_00429,32.9,3,2023.6,4,4,3,443,Loyal Customers,Cluster_1,674.53
CUST_00430,167.3,3,1926.41,2,4,3,243,Loyal Customers,Cluster_3,642.14
CUST_00431,30.0,2,1685.94,4,2,2,422,New Customers,Cluster_3,842.97
CUST_00432,193.1,4,2578.67,1,4,3,143,Loyal Customers,Cluster_4,644.67
CUST_00433,68.4,2,693.32,3,2,1,321,Potential Loyalists,Cluster_2,346.66
CUST_00434,62.4,4,3361.84,3,4,4,344,Loyal Customers,Cluster_4,840.46
CUST_00435,41.0,3,2708.03,4,4,4,444,Champions,Cluster_3,902.68
CUST_00436,11.6,9,7809.02,5,5,5,555,Champions,Cluster_1,867.67
CUST_00437,46.0,4,1688.37,4,4,2,442,Potential Loyalists,Cluster_4,422.09
CUST_00438,314.9,2,1428.52,1,2,2,122,Lost,Cluster_3,714.26
CUST_00439,233.0,9,7591.53,1,5,5,155,Loyal Customers,Cluster_4,843.5
CUST_00440,185.8,3,1812.61,1,4,3,143,Loyal Customers,Cluster_3,604.2
CUST_00441,130.1,2,1060.02,2,2,2,222,Lost,Cluster_3,530.01
CUST_00442,58.1,5,7164.83,4,5,5,455,Champions,Cluster_4,1432.97
CUST_00443,112.2,3,2132.8,2,4,3,243,Loyal Customers,Cluster_3,710.93
CUST_00444,9.7,4,2038.16,5,4,3,543,Loyal Customers,Cluster_1,509.54
CUST_00445,70.5,3,1918.61,3,4,3,343,Loyal Customers,Cluster_3,639.54
CUST_00446,69.7,3,4691.83,3,4,5,345,Loyal Customers,Cluster_4,1563.94
CUST_00447,116.4,5,3024.79,2,5,4,254,Loyal Customers,Cluster_4,604.96
CUST_00448,28.8,3,3510.69,4,4,4,444,Champions,Cluster_1,1170.23
CUST_00449,60.5,3,2411.31,3,4,3,343,Loyal Customers,Cluster_3,803.77
CUST_00450,31.5,1,593.85,4,1,1,411,New Customers,Cluster_2,593.85
CUST_00451,23.2,3,1660.85,5,4,2,542,Potential Loyalists,Cluster_1,553.62
CUST_00452,127.8,3,2422.67,2,4,3,243,Loyal Customers,Cluster_3,807.56
CUST_00453,41.6,3,1205.58,4,4,2,442,Potential Loyalists,Cluster_3,401.86
CUST_00454,304.7,2,2588.89,1,2,4,124,Potential Loyalists,Cluster_3,1294.44
CUST_00455,37.3,3,2647.9,4,4,4,444,Champions,Cluster_1,882.63
CUST_00456,53.9,2,1069.01,4,2,2,422,New Customers,Cluster_3,534.5
CUST_00457,86.4,3,2465.86,3,4,3,343,Loyal Customers,Cluster_3,821.95
CUST_00458,335.8,1,970.94,1,1,1,111,Lost,Cluster_2,970.94
CUST_00459,49.1,4,2434.37,4,4,3,443,Loyal Customers,Cluster_4,608.59
CUST_00460,170.6,3,2414.98,2,4,3,243,Loyal Customers,Cluster_3,804.99
CUST_00461,23.9,5,981.79,5,5,1,551,Potential Loyalists,Cluster_1,196.36
CUST_00462,56.6,4,3470.96,4,4,4,444,Champions,Cluster_4,867.74
CUST_00463,21.3,4,2490.19,5,4,3,543,Loyal Customers,Cluster_1,622.55
CUST_00464,11.1,3,2119.48,5,4,3,543,Loyal Customers,Cluster_1,706.49
CUST_00465,186.8,3,2173.14,1,4,3,143,Loyal Customers,Cluster_3,724.38
CUST_00466,350.8,1,726.42,1,1,1,111,Lost,Cluster_2,726.42
CUST_00467,128.9,2,1006.12,2,2,1,221,Lost,Cluster_3,503.06
CUST_00468,334.9,2,1743.18,1,2,2,122,Lost,Cluster_3,871.59
CUST_00469,34.8,2,1844.34,4,2,3,423,New Customers,Cluster_3,922.17
CUST_00470,63.9,3,855.89,3,4,1,341,Potential Loyalists,Cluster_3,285.3
CUST_00471,17.0,2,916.52,5,2,1,521,New Customers,Cluster_1,458.26
CUST_00472,30.4,5,3341.72,4,5,4,454,Champions,Cluster_4,668.34
CUST_00473,25.4,4,2768.1,5,4,4,544,Champions,Cluster_1,692.02
CUST_00474,205.4,3,1848.48,1,4,3,143,Loyal Customers,Cluster_3,616.16
CUST_00475,55.6,4,1767.44,4,4,2,442,Potential Loyalists,Cluster_4,441.86
CUST_00476,326.6,3,836.83,1,4,1,141,At Risk,Cluster_3,278.94
CUST_00477,9.5,5,2785.15,5,5,4,554,Champions,Cluster_1,557.03
CUST_00478,76.1,6,2932.93,3,5,4,354,Loyal Customers,Cluster_4,488.82
CUST_00479,42.2,1,1601.6,4,1,2,412,New Customers,Cluster_3,1601.6
CUST_00480,54.2,2,913.12,4,2,1,421,New Customers,Cluster_3,456.56
CUST_00481,64.8,5,4223.28,3,5,5,355,Loyal Customers,Cluster_4,844.66
CUST_00482,17.0,2,2147.41,5,2,3,523,New Customers,Cluster_1,1073.7
CUST_00483,187.1,5,5331.0,1,5,5,155,Loyal Customers,Cluster_4,1066.2
CUST_00484,17.6,2,622.14,5,2,1,521,New Customers,Cluster_2,311.07
CUST_00485,41.4,2,1603.25,4,2,2,422,New Customers,Cluster_3,801.62
CUST_00486,254.2,5,4366.96,1,5,5,155,Loyal Customers,Cluster_4,873.39
CUST_00487,132.4,4,5292.98,2,4,5,245,Loyal Customers,Cluster_4,1323.24
CUST_00488,13.2,6,2769.97,5,5,4,554,Champions,Cluster_1,461.66
CUST_00490,113.6,3,2104.83,2,4,3,243,Loyal Customers,Cluster_3,701.61
CUST_00492,105.4,4,3857.43,2,4,5,245,Loyal Customers,Cluster_4,964.36
CUST_00493,50.0,6,3888.87,4,5,5,455,Champions,Cluster_4,648.14
CUST_00494,31.9,3,2343.77,4,4,3,443,Loyal Customers,Cluster_1,781.26
CUST_00495,69.1,3,1531.91,3,4,2,342,Potential Loyalists,Cluster_3,510.64
CUST_00496,56.8,3,2895.55,4,4,4,444,Champions,Cluster_3,965.18
CUST_00498,38.6,2,1809.14,4,2,3,423,New Customers,Cluster_3,904.57
CUST_00499,249.5,2,1172.36,1,2,2,122,Lost,Cluster_3,586.18
CUST_00500,133.3,4,1818.83,2,4,3,243,Loyal Customers,Cluster_3,454.71
CUST_00501,212.7,1,755.89,1,1,1,111,Lost,Cluster_2,755.89
CUST_00502,30.0,2,1852.76,4,2,3,423,New Customers,Cluster_3,926.38
CUST_00503,351.0,1,798.44,1,1,1,111,Lost,Cluster_2,798.44
CUST_00504,105.7,4,2060.56,2,4,3,243,Loyal Customers,Cluster_4,515.14
CUST_00505,27.8,4,923.13,4,4,1,441,Potential Loyalists,Cluster_1,230.78
CUST_00506,105.1,3,3208.07,2,4,4,244,Loyal Customers,Cluster_3,1069.36
CUST_00507,50.3,3,2697.69,4,4,4,444,Champions,Cluster_3,899.23
CUST_00508,93.0,2,1283.0,3,2,2,322,Potential Loyalists,Cluster_3,641.5
CUST_00509,73.4,3,2115.71,3,4,3,343,Loyal Customers,Cluster_3,705.24
CUST_00511,86.5,7,3105.82,3,5,4,354,Loyal Customers,Cluster_4,443.69
CUST_00512,300.8,1,737.51,1,1,1,111,Lost,Cluster_2,737.51
CUST_00513,77.4,3,4943.09,3,4,5,345,Loyal Customers,Cluster_4,1647.7
CUST_00514,6.5,4,3696.41,5,4,5,545,Champions,Cluster_1,924.1
CUST_00515,119.7,4,2460.85,2,4,3,243,Loyal Customers,Cluster_4,615.21
CUST_00516,327.2,1,1459.0,1,1,2,112,Lost,Cluster_2,1459.0
CUST_00517,163.9,3,2356.54,2,4,3,243,Loyal Customers,Cluster_3,785.51
CUST_00518,118.3,7,5928.76,2,5,5,255,Loyal Customers,Cluster_4,846.97
CUST_00519,56.5,4,3222.05,4,4,4,444,Champions,Cluster_4,805.51
CUST_00520,16.2,1,238.64,5,1,1,511,New Customers,Cluster_2,238.64
CUST_00522,124.9,5,3904.47,2,5,5,255,Loyal Customers,Cluster_4,780.89
CUST_00523,295.4,1,788.77,1,1,1,111,Lost,Cluster_2,788.77
CUST_00524,86.7,2,611.06,3,2,1,321,Potential Loyalists,Cluster_2,305.53
CUST_00525,164.6,2,565.9,2,2,1,221,Lost,Cluster_2,282.95
CUST_00526,76.3,2,1954.43,3,2,3,323,Potential Loyalists,Cluster_3,977.22
CUST_00527,82.8,2,1262.76,3,2,2,322,Potential Loyalists,Cluster_3,631.38
CUST_00528,328.5,2,1220.47,1,2,2,122,Lost,Cluster_3,610.24
CUST_00529,185.9,4,4891.77,1,4,5,145,Loyal Customers,Cluster_4,1222.94
CUST_00530,131.1,3,1143.48,2,4,2,242,At Risk,Cluster_3,381.16
CUST_00531,93.1,3,2200.76,3,4,3,343,Loyal Customers,Cluster_3,733.59
CUST_00532,4.4,4,4329.62,5,4,5,545,Champions,Cluster_1,1082.4
CUST_00533,37.1,10,9338.93,4,5,5,455,Champions,Cluster_4,933.89
CUST_00534,237.4,1,415.47,1,1,1,111,Lost,Cluster_2,415.47
CUST_00535,69.8,6,4717.67,3,5,5,355,Loyal Customers,Cluster_4,786.28
CUST_00536,57.3,5,4702.01,4,5,5,455,Champions,Cluster_4,940.4
CUST_00537,5.7,2,1749.88,5,2,2,522,New Customers,Cluster_1,874.94
CUST_00538,116.4,5,4365.1,2,5,5,255,Loyal Customers,Cluster_4,873.02
CUST_00539,331.0,1,567.15,1,1,1,111,Lost,Cluster_2,567.15
CUST_00540,6.9,6,3540.73,5,5,4,554,Champions,Cluster_1,590.12
CUST_00541,23.4,4,1990.87,5,4,3,543,Loyal Customers,Cluster_1,497.72
CUST_00542,180.5,1,537.09,1,1,1,111,Lost,Cluster_2,537.09
CUST_00543,231.5,1,878.56,1,1,1,111,Lost,Cluster_2,878.56
CUST_00544,4.3,3,2789.08,5,4,4,544,Champions,Cluster_1,929.69
CUST_00545,8.2,4,4273.63,5,4,5,545,Champions,Cluster_1,1068.41
CUST_00546,100.5,2,971.31,3,2,1,321,Potential Loyalists,Cluster_3,485.65
CUST_00547,118.5,6,4740.97,2,5,5,255,Loyal Customers,Cluster_4,790.16
CUST_00548,8.4,2,2512.4,5,2,3,523,New Customers,Cluster_1,1256.2
CUST_00549,86.3,3,3315.9,3,4,4,344,Loyal Customers,Cluster_3,1105.3
CUST_00550,35.5,4,4279.48,4,4,5,445,Champions,Cluster_4,1069.87
CUST_00551,102.1,4,2191.08,3,4,3,343,Loyal Customers,Cluster_4,547.77
CUST_00552,81.2,2,1280.48,3,2,2,322,Potential Loyalists,Cluster_3,640.24
CUST_00553,85.5,1,1675.2,3,1,2,312,Potential Loyalists,Cluster_3,1675.2
CUST_00554,295.2,2,2363.13,1,2,3,123,Potential Loyalists,Cluster_3,1181.57
CUST_00555,68.6,3,4455.68,3,4,5,345,Loyal Customers,Cluster_4,1485.23
CUST_00556,218.8,2,771.22,1,2,1,121,Lost,Cluster_2,385.61
CUST_00557,7.6,3,3594.25,5,4,4,544,Champions,Cluster_1,1198.08
CUST_00558,63.1,4,2608.25,3,4,4,344,Loyal Customers,Cluster_4,652.06
CUST_00559,179.7,4,5678.18,1,4,5,145,Loyal Customers,Cluster_4,1419.55
CUST_00560,30.4,4,1984.85,4,4,3,443,Loyal Customers,Cluster_1,496.21
CUST_00561,2.8,6,4977.17,5,5,5,555,Champions,Cluster_1,829.53
CUST_00562,39.2,3,1713.7,4,4,2,442,Potential Loyalists,Cluster_3,571.23
CUST_00563,25.2,6,5218.24,5,5,5,555,Champions,Cluster_4,869.71
CUST_00564,267.4,4,2884.24,1,4,4,144,Loyal Customers,Cluster_4,721.06
CUST_00565,139.4,3,1644.28,2,4,2,242,At Risk,Cluster_3,548.09
CUST_00566,54.6,3,1997.18,4,4,3,443,Loyal Customers,Cluster_3,665.73
CUST_00567,54.5,3,2039.3,4,4,3,443,Loyal Customers,Cluster_3,679.77
CUST_00568,340.8,1,371.41,1,1,1,111,Lost,Cluster_2,371.41
CUST_00569,238.9,4,3681.27,1,4,5,145,Loyal Customers,Cluster_4,920.32
CUST_00570,21.4,3,1611.71,5,4,2,542,Potential Loyalists,Cluster_1,537.24
CUST_00571,54.4,3,1747.25,4,4,2,442,Potential Loyalists,Cluster_3,582.42
CUST_00572,41.5,5,2926.25,4,5,4,454,Champions,Cluster_4,585.25
CUST_00573,113.9,3,2663.09,2,4,4,244,Loyal Customers,Cluster_3,887.7
CUST_00574,59.0,5,4302.43,3,5,5,355,Loyal Customers,Cluster_4,860.49
CUST_00575,272.8,1,644.43,1,1,1,111,Lost,Cluster_2,644.43
CUST_00576,19.1,3,1610.07,5,4,2,542,Potential Loyalists,Cluster_1,536.69
CUST_00577,56.3,3,5777.21,4,4,5,445,Champions,Cluster_4,1925.74
CUST_00579,96.1,3,2736.46,3,4,4,344,Loyal Customers,Cluster_3,912.15
CUST_00580,54.7,3,2649.39,4,4,4,444,Champions,Cluster_3,883.13
CUST_00581,14.5,6,5139.38,5,5,5,555,Champions,Cluster_1,856.56
CUST_00582,64.7,3,2249.94,3,4,3,343,Loyal Customers,Cluster_3,749.98
CUST_00584,98.8,4,3613.21,3,4,4,344,Loyal Customers,Cluster_4,903.3
CUST_00585,124.8,3,5903.33,2,4,5,245,Loyal Customers,Cluster_4,1967.78
CUST_00586,39.8,2,176.79,4,2,1,421,New Customers,Cluster_2,88.39
CUST_00587,24.8,9,5908.63,5,5,5,555,Champions,Cluster_4,656.51
CUST_00588,153.5,1,588.49,2,1,1,211,Lost,Cluster_2,588.49
CUST_00589,51.6,4,3480.01,4,4,4,444,Champions,Cluster_4,870.0
CUST_00590,125.9,1,235.14,2,1,1,211,Lost,Cluster_2,235.14
CUST_00591,147.7,5,3503.81,2,5,4,254,Loyal Customers,Cluster_4,700.76
CUST_00592,10.3,2,154.42,5,2,1,521,New Customers,Cluster_2,77.21
CUST_00593,217.0,5,5741.97,1,5,5,155,Loyal Customers,Cluster_4,1148.39
CUST_00594,28.8,3,2662.03,4,4,4,444,Champions,Cluster_1,887.34
CUST_00595,111.1,4,2538.4,2,4,3,243,Loyal Customers,Cluster_4,634.6
CUST_00596,182.8,4,3348.87,1,4,4,144,Loyal Customers,Cluster_4,837.22
CUST_00597,65.8,3,2627.42,3,4,4,344,Loyal Customers,Cluster_3,875.81
CUST_00598,37.0,6,2735.0,4,5,4,454,Champions,Cluster_4,455.83
CUST_00599,80.2,3,1344.28,3,4,2,342,Potential Loyalists,Cluster_3,448.09
CUST_00600,267.1,1,386.38,1,1,1,111,Lost,Cluster_2,386.38
CUST_00601,12.9,2,1466.12,5,2,2,522,New Customers,Cluster_1,733.06
CUST_00602,27.6,5,2470.76,4,5,3,453,Loyal Customers,Cluster_1,494.15
CUST_00603,191.3,1,1419.83,1,1,2,112,Lost,Cluster_2,1419.83
CUST_00604,208.2,4,3439.81,1,4,4,144,Loyal Customers,Cluster_4,859.95
CUST_00605,111.2,6,3552.64,2,5,4,254,Loyal Customers,Cluster_4,592.11
CUST_00606,42.1,5,6194.3,4,5,5,455,Champions,Cluster_4,1238.86
CUST_00607,314.7,2,3216.35,1,2,4,124,Potential Loyalists,Cluster_3,1608.17
CUST_00608,142.3,3,3775.77,2,4,5,245,Loyal Customers,Cluster_3,1258.59
CUST_00609,63.9,3,2098.88,3,4,3,343,Loyal Customers,Cluster_3,699.63
CUST_00610,112.5,2,1313.31,2,2,2,222,Lost,Cluster_3,656.65
CUST_00611,11.1,2,774.37,5,2,1,521,New Customers,Cluster_1,387.19
CUST_00612,29.9,4,2458.43,4,4,3,443,Loyal Customers,Cluster_1,614.61
CUST_00613,69.2,5,3101.42,3,5,4,354,Loyal Customers,Cluster_4,620.28
CUST_00614,302.1,1,585.0,1,1,1,111,Lost,Cluster_2,585.0
CUST_00615,11.9,4,3418.69,5,4,4,544,Champions,Cluster_1,854.67
CUST_00616,356.8,2,1649.2,1,2,2,122,Lost,Cluster_3,824.6
CUST_00617,26.2,5,3295.94,5,5,4,554,Champions,Cluster_1,659.19
CUST_00618,93.6,1,3106.17,3,1,4,314,Potential Loyalists,Cluster_3,3106.17
CUST_00619,15.5,3,2729.03,5,4,4,544,Champions,Cluster_1,909.68
CUST_00620,110.0,1,968.57,2,1,1,211,Lost,Cluster_2,968.57
CUST_00621,8.7,4,3369.55,5,4,4,544,Champions,Cluster_1,842.39
CUST_00622,147.4,3,1115.49,2,4,2,242,At Risk,Cluster_3,371.83
CUST_00623,156.0,4,3768.58,2,4,5,245,Loyal Customers,Cluster_4,942.14
CUST_00624,113.4,3,2592.68,2,4,4,244,Loyal Customers,Cluster_3,864.23
CUST_00625,79.1,3,1523.1,3,4,2,342,Potential Loyalists,Cluster_3,507.7
CUST_00626,27.9,4,4444.3,4,4,5,445,Champions,Cluster_4,1111.08
CUST_00627,70.8,3,2749.37,3,4,4,344,Loyal Customers,Cluster_3,916.46
CUST_00628,92.0,3,1665.57,3,4,2,342,Potential Loyalists,Cluster_3,555.19
CUST_00629,3.7,4,2346.22,5,4,3,543,Loyal Customers,Cluster_1,586.55
CUST_00630,28.2,3,2848.23,4,4,4,444,Champions,Cluster_1,949.41
CUST_00631,36.7,6,2611.13,4,5,4,454,Champions,Cluster_4,435.19
CUST_00632,3.0,8,5051.56,5,5,5,555,Champions,Cluster_1,631.45
CUST_00633,22.1,3,2018.01,5,4,3,543,Loyal Customers,Cluster_1,672.67
CUST_00634,6.5,4,5296.98,5,4,5,545,Champions,Cluster_1,1324.24
CUST_00635,22.4,4,2921.2,5,4,4,544,Champions,Cluster_1,730.3
CUST_00636,4.6,4,2925.69,5,4,4,544,Champions,Cluster_1,731.42
CUST_00637,110.6,4,1947.56,2,4,3,243,Loyal Customers,Cluster_4,486.89
CUST_00638,26.9,3,1954.34,5,4,3,543,Loyal Customers,Cluster_1,651.45
CUST_00639,47.7,3,2929.09,4,4,4,444,Champions,Cluster_4,976.36
CUST_00640,356.0,2,611.72,1,2,1,121,Lost,Cluster_2,305.86
CUST_00641,169.2,2,506.7,2,2,1,221,Lost,Cluster_2,253.35
CUST_00642,169.1,1,11.24,2,1,1,211,Lost,Cluster_2,11.24
CUST_00643,148.9,3,3112.78,2,4,4,244,Loyal Customers,Cluster_3,1037.59
CUST_00644,2.7,6,1568.28,5,5,2,552,Potential Loyalists,Cluster_1,261.38
CUST_00645,0.6,3,2192.08,5,4,3,543,Loyal Customers,Cluster_1,730.69
CUST_00646,0.3,6,3116.74,5,5,4,554,Champions,Cluster_1,519.46
CUST_00647,208.0,2,1255.69,1,2,2,122,Lost,Cluster_3,627.85
CUST_00648,60.9,5,3739.58,3,5,5,355,Loyal Customers,Cluster_4,747.92
CUST_00649,43.8,7,3800.71,4,5,5,455,Champions,Cluster_4,542.96
CUST_00650,44.5,3,2519.11,4,4,3,443,Loyal Customers,Cluster_3,839.7
CUST_00651,330.1,1,469.87,1,1,1,111,Lost,Cluster_2,469.87
CUST_00652,26.4,5,2300.16,5,5,3,553,Loyal Customers,Cluster_1,460.03
CUST_00653,270.9,3,1435.67,1,4,2,142,At Risk,Cluster_3,478.56
CUST_00654,35.5,3,3391.01,4,4,4,444,Champions,Cluster_1,1130.34
CUST_00655,3.5,3,1714.88,5,4,2,542,Potential Loyalists,Cluster_1,571.63
CUST_00656,237.5,3,2228.4,1,4,3,143,Loyal Customers,Cluster_3,742.8
CUST_00657,10.3,6,5963.76,5,5,5,555,Champions,Cluster_1,993.96
CUST_00658,33.9,2,1007.65,4,2,1,421,New Customers,Cluster_3,503.82
CUST_00659,71.7,2,1331.98,3,2,2,322,Potential Loyalists,Cluster_3,665.99
CUST_00661,114.6,2,792.18,2,2,1,221,Lost,Cluster_3,396.09
CUST_00662,78.1,3,1742.69,3,4,2,342,Potential Loyalists,Cluster_3,580.9
CUST_00663,327.1,1,395.9,1,1,1,111,Lost,Cluster_2,395.9
CUST_00664,124.5,5,2268.64,2,5,3,253,Loyal Customers,Cluster_4,453.73
CUST_00665,295.8,2,1655.73,1,2,2,122,Lost,Cluster_3,827.87
CUST_00666,55.4,6,6010.8,4,5,5,455,Champions,Cluster_4,1001.8
CUST_00667,96.1,4,2524.37,3,4,3,343,Loyal Customers,Cluster_4,631.09
CUST_00668,72.2,6,5786.7,3,5,5,355,Loyal Customers,Cluster_4,964.45
CUST_00669,246.6,1,669.87,1,1,1,111,Lost,Cluster_2,669.87
CUST_00670,342.7,2,1081.62,1,2,2,122,Lost,Cluster_3,540.81
CUST_00672,87.0,1,128.81,3,1,1,311,Potential Loyalists,Cluster_2,128.81
CUST_00673,85.7,6,3766.01,3,5,5,355,Loyal Customers,Cluster_4,627.67
CUST_00674,238.1,1,858.39,1,1,1,111,Lost,Cluster_2,858.39
CUST_00675,345.2,1,746.74,1,1,1,111,Lost,Cluster_2,746.74
CUST_00676,13.8,7,4836.42,5,5,5,555,Champions,Cluster_1,690.92
CUST_00677,68.2,1,694.98,3,1,1,311,Potential Loyalists,Cluster_2,694.98
