invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country,total_spend
INV_000306,CUST_00633,PROD_0021,Product 21 Vintage,1,141.84,2024-01-30 01:26:59,United Kingdom,141.84
INV_003279,CUST_00098,PROD_0008,Product 8 Eco,4,162.83,2024-03-29 22:31:41,France,651.32
INV_006131,CUST_00181,PROD_0027,Product 27 Essential,3,57.2,2024-06-15 02:38:45,United Kingdom,171.6
INV_000450,CUST_01451,PROD_0031,Product 31 Vintage,6,150.26,2024-01-28 23:47:32,United States,901.56
INV_007130,CUST_02213,PROD_0009,Product 9 Luxury,1,141.13,2024-01-19 10:06:22,United States,141.13
INV_001790,CUST_02187,PROD_0046,Product 46 Essential,2,123.74,2024-04-30 06:15:09,Canada,247.48
INV_007696,CUST_01001,PROD_0023,Product 23 Eco,1,36.85,2024-06-28 22:00:40,Germany,36.85
INV_004690,CUST_00096,PROD_0021,Product 21 Vintage,1,141.84,2024-10-18 19:26:51,Japan,141.84
INV_001422,CUST_00119,PROD_0013,Product 13 Eco,1,162.38,2024-11-30 23:47:20,Germany,162.38
INV_000739,CUST_02347,PROD_0029,Product 29 Essential,3,132.8,2024-01-05 10:35:19,United States,398.4
INV_005399,CUST_00971,PROD_0010,Product 10 Essential,3,35.31,2024-11-11 20:42:34,France,105.93
INV_005516,CUST_00194,PROD_0008,Product 8 Eco,1,162.83,2024-04-21 06:31:58,United States,162.83
INV_007106,CUST_01689,PROD_0013,Product 13 Eco,3,162.38,2024-05-13 20:01:59,United States,487.14
INV_000940,CUST_01603,PROD_0001,Product 1 Luxury,2,149.59,2024-06-28 20:03:42,France,299.18
INV_006493,CUST_00464,PROD_0040,Product 40 Luxury,1,137.92,2024-12-20 21:58:57,United Kingdom,137.92
INV_005838,CUST_02411,PROD_0006,Product 6 Luxury,6,43.76,2024-03-24 02:53:27,United States,262.56
INV_002455,CUST_02390,PROD_0009,Product 9 Luxury,5,141.13,2024-07-23 10:43:08,United States,705.65
INV_005861,CUST_01612,PROD_0007,Product 7 Eco,1,47.98,2024-11-26 22:40:25,United States,47.98
INV_002262,CUST_02319,PROD_0019,Product 19 Luxury,1,59.19,2024-11-07 22:22:01,Australia,59.19
INV_006135,CUST_00293,PROD_0013,Product 13 Eco,1,162.38,2024-06-12 22:27:57,Germany,162.38
INV_003801,CUST_01626,PROD_0031,Product 31 Vintage,2,150.26,2024-10-25 08:17:53,United States,300.52
INV_003182,CUST_01601,PROD_0034,Product 34 Vintage,1,104.35,2024-01-25 17:48:47,United Kingdom,104.35
INV_007791,CUST_01510,PROD_0027,Product 27 Essential,4,57.2,2024-09-27 06:32:54,Australia,228.8
INV_006161,CUST_01007,PROD_0003,Product 3 Luxury,1,21.94,2024-05-26 18:14:36,United States,21.94
INV_005674,CUST_02006,PROD_0014,Product 14 Modern,3,29.33,2024-08-19 04:20:06,United States,87.99
INV_004952,CUST_02420,PROD_0019,Product 19 Luxury,1,59.19,2024-07-20 21:58:37,United Kingdom,59.19
INV_007985,CUST_02395,PROD_0003,Product 3 Luxury,3,21.94,2024-01-31 23:58:42,United States,65.82
INV_007209,CUST_01728,PROD_0028,Product 28 Vintage,3,175.88,2024-11-21 19:23:48,Germany,527.64
INV_003878,CUST_02227,PROD_0021,Product 21 Vintage,3,141.84,2024-12-23 12:33:41,Japan,425.52
INV_000820,CUST_00981,PROD_0033,Product 33 Modern,2,82.87,2024-08-02 09:45:07,United States,165.74
INV_000162,CUST_01553,PROD_0006,Product 6 Luxury,3,43.76,2024-04-18 01:32:22,Germany,131.28
INV_004051,CUST_02322,PROD_0040,Product 40 Luxury,2,137.92,2024-11-03 18:52:25,France,275.84
INV_001547,CUST_00187,PROD_0012,Product 12 Luxury,1,170.25,2024-09-29 04:41:38,France,170.25
INV_001498,CUST_01563,PROD_0003,Product 3 Luxury,4,21.94,2024-05-30 12:16:16,United States,87.76
INV_002352,CUST_01335,PROD_0036,Product 36 Vintage,1,159.45,2024-03-30 08:20:41,France,159.45
INV_002521,CUST_00514,PROD_0018,Product 18 Essential,3,171.78,2024-03-22 11:51:35,United States,515.34
INV_000638,CUST_02485,PROD_0050,Product 50 Luxury,1,176.34,2024-02-25 19:05:21,United States,176.34
INV_001795,CUST_00559,PROD_0018,Product 18 Essential,1,171.78,2024-05-13 13:14:23,United States,171.78
INV_006398,CUST_00793,PROD_0022,Product 22 Luxury,3,128.81,2024-04-11 09:36:47,United Kingdom,386.43
INV_004105,CUST_02072,PROD_0025,Product 25 Eco,2,138.49,2024-06-21 08:39:49,United States,276.98
INV_003676,CUST_00919,PROD_0037,Product 37 Modern,3,17.38,2024-01-10 07:42:15,United States,52.14
INV_000089,CUST_00933,PROD_0011,Product 11 Essential,1,23.08,2024-03-27 13:47:53,United States,23.08
INV_002404,CUST_00860,PROD_0050,Product 50 Luxury,2,176.34,2024-10-19 12:05:08,Germany,352.68
INV_006106,CUST_01701,PROD_0015,Product 15 Modern,1,112.64,2024-02-12 02:43:53,United States,112.64
INV_006235,CUST_02447,PROD_0009,Product 9 Luxury,1,141.13,2024-07-22 10:49:11,Australia,141.13
INV_004652,CUST_00314,PROD_0003,Product 3 Luxury,1,21.94,2024-05-06 20:01:30,United States,21.94
INV_003831,CUST_00515,PROD_0012,Product 12 Luxury,1,170.25,2024-09-03 08:02:23,United States,170.25
INV_003555,CUST_00747,PROD_0047,Product 47 Vintage,2,153.68,2024-07-27 07:51:56,France,307.36
INV_000518,CUST_02161,PROD_0042,Product 42 Essential,1,62.22,2024-06-11 14:12:06,Australia,62.22
INV_007843,CUST_01465,PROD_0001,Product 1 Luxury,2,149.59,2024-05-30 10:51:13,United States,299.18
INV_001861,CUST_00979,PROD_0033,Product 33 Modern,4,82.87,2024-05-04 13:05:08,Germany,331.48
INV_005127,CUST_01392,PROD_0021,Product 21 Vintage,1,141.84,2024-06-24 10:24:19,Germany,141.84
INV_007731,CUST_01252,PROD_0018,Product 18 Essential,1,171.78,2024-09-25 00:54:57,United States,171.78
INV_003202,CUST_01636,PROD_0047,Product 47 Vintage,1,153.68,2024-08-22 21:35:51,France,153.68
INV_002632,CUST_02045,PROD_0050,Product 50 Luxury,2,176.34,2024-03-23 16:51:50,Germany,352.68
INV_000132,CUST_01813,PROD_0003,Product 3 Luxury,2,21.94,2024-08-25 22:20:00,France,43.88
INV_001806,CUST_01114,PROD_0031,Product 31 Vintage,2,150.26,2024-04-20 13:22:50,United Kingdom,300.52
INV_002146,CUST_00268,PROD_0044,Product 44 Essential,1,153.57,2024-07-03 14:26:14,United States,153.57
INV_002497,CUST_02170,PROD_0032,Product 32 Eco,3,150.66,2024-09-05 03:24:47,Australia,451.98
INV_005203,CUST_00445,PROD_0027,Product 27 Essential,2,57.2,2024-10-22 12:56:03,United States,114.4
INV_002406,CUST_01096,PROD_0015,Product 15 Modern,1,112.64,2024-07-14 13:34:30,Germany,112.64
INV_007834,CUST_00435,PROD_0034,Product 34 Vintage,1,104.35,2024-08-02 21:25:48,United States,104.35
INV_001739,CUST_01525,PROD_0030,Product 30 Modern,1,32.85,2024-05-21 18:46:24,Canada,32.85
INV_005962,CUST_00478,PROD_0025,Product 25 Eco,1,138.49,2024-08-18 06:05:36,United States,138.49
INV_006165,CUST_00966,PROD_0029,Product 29 Essential,3,132.8,2024-06-09 09:10:54,United States,398.4
INV_007890,CUST_01281,PROD_0023,Product 23 Eco,4,36.85,2024-02-09 09:08:45,United States,147.4
INV_002101,CUST_00130,PROD_0027,Product 27 Essential,3,57.2,2024-04-15 10:32:21,United States,171.6
INV_001077,CUST_00637,PROD_0044,Product 44 Essential,4,153.57,2024-07-27 07:31:07,United States,614.28
INV_006186,CUST_01209,PROD_0015,Product 15 Modern,1,112.64,2024-10-08 22:42:49,United States,112.64
INV_007575,CUST_00347,PROD_0005,Product 5 Vintage,1,103.53,2024-01-29 03:33:11,United States,103.53
INV_002433,CUST_02193,PROD_0045,Product 45 Eco,1,174.74,2024-04-20 18:41:27,United States,174.74
INV_003054,CUST_00674,PROD_0034,Product 34 Vintage,2,104.35,2024-05-07 20:35:45,United States,208.7
INV_004680,CUST_02044,PROD_0003,Product 3 Luxury,5,21.94,2024-03-22 19:16:58,United Kingdom,109.7
INV_001222,CUST_00137,PROD_0029,Product 29 Essential,1,132.8,2024-04-24 12:44:51,United States,132.8
INV_005700,CUST_01820,PROD_0011,Product 11 Essential,2,23.08,2024-06-20 20:39:20,United States,46.16
INV_000902,CUST_00260,PROD_0001,Product 1 Luxury,3,149.59,2024-03-05 22:29:09,United States,448.77
INV_002524,CUST_01984,PROD_0022,Product 22 Luxury,1,128.81,2024-10-21 02:51:53,United States,128.81
INV_003723,CUST_00052,PROD_0042,Product 42 Essential,3,62.22,2024-08-09 01:10:17,France,186.66
INV_004605,CUST_01160,PROD_0025,Product 25 Eco,1,138.49,2024-11-14 09:00:23,Germany,138.49
INV_007998,CUST_00324,PROD_0016,Product 16 Eco,1,117.57,2024-03-25 06:53:37,Germany,117.57
INV_006168,CUST_01500,PROD_0028,Product 28 Vintage,1,175.88,2024-04-30 10:35:14,France,175.88
INV_007369,CUST_00075,PROD_0003,Product 3 Luxury,1,21.94,2024-01-12 15:30:19,United Kingdom,21.94
INV_002032,CUST_01574,PROD_0029,Product 29 Essential,1,132.8,2024-10-09 06:57:18,France,132.8
INV_003481,CUST_00527,PROD_0038,Product 38 Modern,2,199.23,2024-10-10 03:44:44,United Kingdom,398.46
INV_001731,CUST_02123,PROD_0002,Product 2 Vintage,1,32.2,2024-06-27 16:10:07,United States,32.2
INV_005281,CUST_01187,PROD_0029,Product 29 Essential,2,132.8,2024-04-27 18:24:22,United States,265.6
INV_000183,CUST_01398,PROD_0026,Product 26 Luxury,1,165.24,2024-01-05 21:55:35,France,165.24
INV_006484,CUST_02067,PROD_0008,Product 8 Eco,2,162.83,2024-02-11 05:57:17,United Kingdom,325.66
INV_001112,CUST_00994,PROD_0012,Product 12 Luxury,2,170.25,2024-06-29 04:06:36,United States,340.5
INV_003446,CUST_01538,PROD_0027,Product 27 Essential,4,57.2,2024-10-28 07:26:39,Germany,228.8
INV_003895,CUST_01538,PROD_0037,Product 37 Modern,2,17.38,2024-12-11 12:43:51,United States,34.76
INV_006358,CUST_00665,PROD_0006,Product 6 Luxury,2,43.76,2024-01-23 14:17:43,Germany,87.52
INV_006317,CUST_02131,PROD_0033,Product 33 Modern,1,82.87,2024-02-23 19:07:42,Germany,82.87
INV_005301,CUST_02027,PROD_0033,Product 33 Modern,1,82.87,2024-01-07 04:42:58,United Kingdom,82.87
INV_001787,CUST_02209,PROD_0033,Product 33 Modern,3,82.87,2024-03-09 18:06:03,United Kingdom,248.61
INV_005540,CUST_02143,PROD_0039,Product 39 Eco,3,194.35,2024-09-12 02:40:34,France,583.05
INV_000383,CUST_02442,PROD_0025,Product 25 Eco,1,138.49,2024-01-02 02:25:45,United States,138.49
INV_001682,CUST_02123,PROD_0037,Product 37 Modern,1,17.38,2024-04-21 01:46:26,United States,17.38
INV_002496,CUST_01459,PROD_0044,Product 44 Essential,3,153.57,2024-01-19 22:03:20,United States,460.71
INV_005705,CUST_02147,PROD_0033,Product 33 Modern,2,82.87,2024-05-12 22:21:44,United States,165.74
INV_007115,CUST_02300,PROD_0033,Product 33 Modern,3,82.87,2024-09-14 20:48:54,United Kingdom,248.61
INV_003276,CUST_00550,PROD_0002,Product 2 Vintage,2,32.2,2024-04-18 00:19:34,United States,64.4
INV_002580,CUST_02040,PROD_0041,Product 41 Eco,1,154.87,2024-07-09 09:27:52,United Kingdom,154.87
INV_000180,CUST_00496,PROD_0043,Product 43 Vintage,2,5.62,2024-11-05 05:22:31,Japan,11.24
INV_004678,CUST_01310,PROD_0009,Product 9 Luxury,1,141.13,2024-05-14 12:22:04,France,141.13
INV_000967,CUST_00707,PROD_0045,Product 45 Eco,1,174.74,2024-11-12 00:35:24,Germany,174.74
INV_002150,CUST_01662,PROD_0042,Product 42 Essential,3,62.22,2024-11-13 12:08:42,Germany,186.66
INV_003462,CUST_00509,PROD_0049,Product 49 Eco,2,100.27,2024-10-19 15:12:20,Germany,200.54
INV_000637,CUST_01984,PROD_0035,Product 35 Luxury,3,172.91,2024-06-29 08:54:52,United States,518.73
INV_005594,CUST_02033,PROD_0047,Product 47 Vintage,1,153.68,2024-05-22 09:39:52,France,153.68
INV_003336,CUST_01262,PROD_0026,Product 26 Luxury,1,165.24,2024-01-03 11:50:29,Japan,165.24
INV_006873,CUST_01065,PROD_0004,Product 4 Modern,3,10.8,2024-05-07 05:57:18,United States,32.4
INV_003295,CUST_01971,PROD_0049,Product 49 Eco,1,100.27,2024-02-01 01:48:10,Australia,100.27
INV_007627,CUST_01530,PROD_0044,Product 44 Essential,4,153.57,2024-01-23 17:09:48,United States,614.28
INV_000122,CUST_00299,PROD_0031,Product 31 Vintage,1,150.26,2024-06-25 20:47:10,United States,150.26
INV_006633,CUST_00805,PROD_0038,Product 38 Modern,2,199.23,2024-12-20 01:14:07,United States,398.46
INV_006282,CUST_00560,PROD_0033,Product 33 Modern,3,82.87,2024-06-07 05:46:36,United States,248.61
INV_000657,CUST_01084,PROD_0044,Product 44 Essential,9,153.57,2024-10-09 12:51:59,United States,1382.13
INV_006688,CUST_01662,PROD_0035,Product 35 Luxury,5,172.91,2024-07-11 18:39:44,United Kingdom,864.55
INV_004019,CUST_01865,PROD_0008,Product 8 Eco,2,162.83,2024-02-25 01:59:07,Australia,325.66
INV_003430,CUST_01246,PROD_0045,Product 45 Eco,1,174.74,2024-06-26 16:30:43,Germany,174.74
INV_007239,CUST_00018,PROD_0050,Product 50 Luxury,1,176.34,2024-09-23 13:40:09,United States,176.34
INV_006589,CUST_01002,PROD_0015,Product 15 Modern,1,112.64,2024-11-02 13:17:27,United Kingdom,112.64
INV_003749,CUST_00868,PROD_0048,Product 48 Eco,4,184.1,2024-08-19 21:28:32,United States,736.4
INV_000050,CUST_01287,PROD_0035,Product 35 Luxury,1,172.91,2024-04-02 16:42:51,United States,172.91
INV_006804,CUST_01886,PROD_0020,Product 20 Essential,2,77.18,2024-08-13 15:37:37,France,154.36
INV_001406,CUST_00409,PROD_0026,Product 26 Luxury,2,165.24,2024-11-11 19:22:19,United States,330.48
INV_001293,CUST_01653,PROD_0002,Product 2 Vintage,1,32.2,2024-02-22 16:20:52,France,32.2
INV_005698,CUST_01584,PROD_0038,Product 38 Modern,2,199.23,2024-06-22 06:33:40,United States,398.46
INV_007813,CUST_00994,PROD_0043,Product 43 Vintage,1,5.62,2024-04-22 05:26:40,France,5.62
INV_007244,CUST_01282,PROD_0006,Product 6 Luxury,2,43.76,2024-08-08 23:13:54,Germany,87.52
INV_001945,CUST_00184,PROD_0021,Product 21 Vintage,1,141.84,2024-12-24 22:17:29,France,141.84
INV_005241,CUST_00715,PROD_0039,Product 39 Eco,2,194.35,2024-05-30 20:37:58,Japan,388.7
INV_000926,CUST_01545,PROD_0019,Product 19 Luxury,1,59.19,2024-01-29 17:24:18,United States,59.19
INV_004634,CUST_00616,PROD_0040,Product 40 Luxury,6,137.92,2024-01-03 16:50:29,United States,827.52
INV_003684,CUST_00348,PROD_0002,Product 2 Vintage,8,32.2,2024-12-13 19:28:16,United States,257.6
INV_004906,CUST_02004,PROD_0012,Product 12 Luxury,1,170.25,2024-10-14 15:17:01,United Kingdom,170.25
INV_002786,CUST_01271,PROD_0035,Product 35 Luxury,1,172.91,2024-12-16 23:24:50,Germany,172.91
INV_000017,CUST_01989,PROD_0024,Product 24 Modern,1,197.95,2024-03-24 04:49:54,United Kingdom,197.95
INV_004975,CUST_02255,PROD_0034,Product 34 Vintage,1,104.35,2024-10-03 18:48:07,United States,104.35
INV_002225,CUST_00059,PROD_0015,Product 15 Modern,2,112.64,2024-10-14 22:37:14,United States,225.28
INV_004200,CUST_00931,PROD_0048,Product 48 Eco,3,184.1,2024-06-09 10:02:57,Germany,552.3
INV_005396,CUST_00797,PROD_0016,Product 16 Eco,3,117.57,2024-12-16 05:54:19,United States,352.71
INV_005713,CUST_02460,PROD_0010,Product 10 Essential,3,35.31,2024-12-06 21:02:30,United Kingdom,105.93
INV_005684,CUST_00903,PROD_0044,Product 44 Essential,3,153.57,2024-08-28 03:05:04,United Kingdom,460.71
INV_000618,CUST_00627,PROD_0030,Product 30 Modern,2,32.85,2024-04-28 02:38:46,United States,65.7
INV_000915,CUST_02012,PROD_0027,Product 27 Essential,1,57.2,2024-08-11 15:35:02,France,57.2
INV_007046,CUST_02139,PROD_0001,Product 1 Luxury,1,149.59,2024-08-12 04:56:23,United Kingdom,149.59
INV_003088,CUST_02121,PROD_0042,Product 42 Essential,1,62.22,2024-08-15 18:00:58,Germany,62.22
INV_001817,CUST_00890,PROD_0044,Product 44 Essential,1,153.57,2024-05-12 18:51:31,United States,153.57
INV_007234,CUST_01768,PROD_0042,Product 42 Essential,2,62.22,2024-09-29 00:25:30,Australia,124.44
INV_007076,CUST_00558,PROD_0049,Product 49 Eco,3,100.27,2024-04-18 03:18:21,France,300.81
INV_007546,CUST_01954,PROD_0004,Product 4 Modern,1,10.8,2024-10-07 23:56:16,Australia,10.8
INV_005329,CUST_01888,PROD_0017,Product 17 Luxury,4,133.94,2024-09-02 01:22:24,Canada,535.76
INV_004759,CUST_00115,PROD_0047,Product 47 Vintage,2,153.68,2024-11-26 11:08:28,United States,307.36
INV_007384,CUST_01896,PROD_0042,Product 42 Essential,2,62.22,2024-06-24 21:57:08,United States,124.44
INV_002692,CUST_00113,PROD_0001,Product 1 Luxury,1,149.59,2024-10-22 22:07:33,United States,149.59
INV_003677,CUST_01579,PROD_0050,Product 50 Luxury,1,176.34,2024-02-27 05:38:55,United States,176.34
INV_003900,CUST_01421,PROD_0004,Product 4 Modern,5,10.8,2024-07-06 22:22:38,Japan,54.0
INV_001279,CUST_01358,PROD_0027,Product 27 Essential,2,57.2,2024-09-25 04:03:16,United States,114.4
INV_000349,CUST_01388,PROD_0029,Product 29 Essential,4,132.8,2024-11-08 07:59:26,United States,531.2
INV_001668,CUST_00488,PROD_0002,Product 2 Vintage,2,32.2,2024-10-17 10:08:00,United States,64.4
INV_004419,CUST_00303,PROD_0003,Product 3 Luxury,2,21.94,2024-07-14 22:22:15,Germany,43.88
INV_007359,CUST_01577,PROD_0005,Product 5 Vintage,1,103.53,2024-02-17 14:09:13,Australia,103.53
INV_003295,CUST_01971,PROD_0010,Product 10 Essential,2,35.31,2024-02-01 01:48:10,Australia,70.62
INV_004921,CUST_01925,PROD_0027,Product 27 Essential,2,57.2,2024-10-23 01:02:15,United States,114.4
INV_005336,CUST_02169,PROD_0050,Product 50 Luxury,1,176.34,2024-03-15 19:31:18,United Kingdom,176.34
INV_002451,CUST_02257,PROD_0034,Product 34 Vintage,1,104.35,2024-02-15 09:21:51,United States,104.35
INV_007754,CUST_00701,PROD_0002,Product 2 Vintage,2,32.2,2024-09-13 07:30:13,France,64.4
INV_000158,CUST_00344,PROD_0030,Product 30 Modern,1,32.85,2024-09-06 14:51:39,United States,32.85
INV_004159,CUST_02052,PROD_0043,Product 43 Vintage,2,5.62,2024-05-16 17:51:58,United States,11.24
INV_002777,CUST_01324,PROD_0037,Product 37 Modern,1,17.38,2024-11-05 23:16:08,United States,17.38
INV_005299,CUST_00808,PROD_0030,Product 30 Modern,2,32.85,2024-09-03 07:23:04,United States,65.7
INV_000728,CUST_01355,PROD_0005,Product 5 Vintage,1,103.53,2024-03-04 02:33:22,Germany,103.53
INV_000018,CUST_02339,PROD_0028,Product 28 Vintage,5,175.88,2024-08-11 18:40:54,United Kingdom,879.4
INV_005615,CUST_01968,PROD_0008,Product 8 Eco,2,162.83,2024-11-07 03:57:39,United States,325.66
INV_007247,CUST_00183,PROD_0025,Product 25 Eco,3,138.49,2024-10-02 06:46:18,United States,415.47
INV_001405,CUST_01213,PROD_0031,Product 31 Vintage,1,150.26,2024-04-12 13:49:25,United Kingdom,150.26
INV_001085,CUST_02034,PROD_0001,Product 1 Luxury,2,149.59,2024-05-14 15:31:33,United Kingdom,299.18
INV_004345,CUST_02452,PROD_0009,Product 9 Luxury,3,141.13,2024-12-16 12:17:40,United States,423.39
INV_001967,CUST_02178,PROD_0040,Product 40 Luxury,1,137.92,2024-02-04 04:24:43,United States,137.92
INV_000466,CUST_01049,PROD_0041,Product 41 Eco,3,154.87,2024-03-17 14:42:23,United States,464.61
INV_001436,CUST_02031,PROD_0027,Product 27 Essential,1,57.2,2024-12-03 15:32:27,United States,57.2
INV_007384,CUST_01896,PROD_0017,Product 17 Luxury,1,133.94,2024-06-24 21:57:08,United States,133.94
INV_001789,CUST_02311,PROD_0021,Product 21 Vintage,3,141.84,2024-06-17 22:16:58,United Kingdom,425.52
INV_003126,CUST_01205,PROD_0041,Product 41 Eco,2,154.87,2024-11-02 15:29:29,United States,309.74
INV_005259,CUST_01689,PROD_0017,Product 17 Luxury,1,133.94,2024-01-20 18:17:21,United States,133.94
INV_004276,CUST_01928,PROD_0044,Product 44 Essential,3,153.57,2024-04-24 04:51:58,United Kingdom,460.71
INV_003970,CUST_02393,PROD_0001,Product 1 Luxury,1,149.59,2024-12-10 18:52:51,Canada,149.59
INV_000090,CUST_00792,PROD_0048,Product 48 Eco,2,184.1,2024-06-03 17:58:19,United States,368.2
INV_006640,CUST_00572,PROD_0043,Product 43 Vintage,5,5.62,2024-01-21 18:41:18,United States,28.1
INV_001169,CUST_01410,PROD_0020,Product 20 Essential,1,77.18,2024-12-20 10:45:58,United Kingdom,77.18
INV_007184,CUST_00243,PROD_0024,Product 24 Modern,1,197.95,2024-06-07 06:42:26,Australia,197.95
INV_004888,CUST_02363,PROD_0002,Product 2 Vintage,2,32.2,2024-02-29 06:22:46,United States,64.4
INV_007691,CUST_00646,PROD_0010,Product 10 Essential,5,35.31,2024-02-28 14:34:38,United Kingdom,176.55
INV_003757,CUST_01601,PROD_0024,Product 24 Modern,1,197.95,2024-10-08 19:54:12,United States,197.95
INV_001497,CUST_01179,PROD_0036,Product 36 Vintage,4,159.45,2024-09-26 02:37:56,Germany,637.8
INV_004669,CUST_01698,PROD_0029,Product 29 Essential,1,132.8,2024-09-12 05:40:01,United States,132.8
INV_006688,CUST_01662,PROD_0046,Product 46 Essential,1,123.74,2024-07-11 18:39:44,United Kingdom,123.74
INV_004998,CUST_00657,PROD_0025,Product 25 Eco,2,138.49,2024-10-23 22:31:21,Japan,276.98
INV_003678,CUST_01175,PROD_0001,Product 1 Luxury,1,149.59,2024-03-28 17:23:42,Australia,149.59
INV_006179,CUST_02168,PROD_0019,Product 19 Luxury,1,59.19,2024-10-13 19:22:36,United States,59.19
INV_002608,CUST_02327,PROD_0009,Product 9 Luxury,3,141.13,2024-07-18 21:54:33,Canada,423.39
INV_007303,CUST_02381,PROD_0045,Product 45 Eco,1,174.74,2024-04-21 10:28:19,France,174.74
INV_002884,CUST_00566,PROD_0023,Product 23 Eco,1,36.85,2024-11-07 09:01:32,United States,36.85
INV_006260,CUST_00190,PROD_0028,Product 28 Vintage,1,175.88,2024-07-20 16:35:33,Germany,175.88
INV_006176,CUST_00249,PROD_0006,Product 6 Luxury,2,43.76,2024-04-14 00:10:35,France,87.52
INV_006678,CUST_00252,PROD_0029,Product 29 Essential,3,132.8,2024-06-21 02:07:37,Germany,398.4
INV_006381,CUST_01541,PROD_0018,Product 18 Essential,2,171.78,2024-02-17 02:15:51,United States,343.56
INV_007954,CUST_01896,PROD_0016,Product 16 Eco,4,117.57,2024-10-10 22:36:27,United Kingdom,470.28
INV_006776,CUST_00126,PROD_0045,Product 45 Eco,1,174.74,2024-11-12 15:19:21,France,174.74
INV_007186,CUST_00079,PROD_0033,Product 33 Modern,2,82.87,2024-06-03 11:36:38,United Kingdom,165.74
INV_000974,CUST_00761,PROD_0023,Product 23 Eco,4,36.85,2024-07-08 00:05:42,United Kingdom,147.4
INV_004670,CUST_01094,PROD_0029,Product 29 Essential,10,132.8,2024-06-28 14:15:52,United Kingdom,1328.0
INV_002038,CUST_01719,PROD_0034,Product 34 Vintage,1,104.35,2024-04-29 15:20:52,United States,104.35
INV_007693,CUST_01682,PROD_0046,Product 46 Essential,1,123.74,2024-03-25 19:19:17,United States,123.74
INV_001248,CUST_00397,PROD_0013,Product 13 Eco,6,162.38,2024-02-03 06:51:00,Germany,974.28
INV_001891,CUST_01383,PROD_0028,Product 28 Vintage,1,175.88,2024-09-12 08:38:28,United States,175.88
INV_003304,CUST_01559,PROD_0030,Product 30 Modern,2,32.85,2024-06-29 01:32:33,United States,65.7
INV_005120,CUST_01587,PROD_0034,Product 34 Vintage,1,104.35,2024-11-08 14:20:30,United States,104.35
INV_004795,CUST_00342,PROD_0005,Product 5 Vintage,1,103.53,2024-07-03 20:58:31,United States,103.53
INV_004764,CUST_02405,PROD_0020,Product 20 Essential,2,77.18,2024-11-27 02:54:20,United Kingdom,154.36
INV_003970,CUST_02393,PROD_0043,Product 43 Vintage,4,5.62,2024-12-10 18:52:51,Canada,22.48
INV_001106,CUST_02113,PROD_0048,Product 48 Eco,1,184.1,2024-01-18 20:05:07,Australia,184.1
INV_002102,CUST_02036,PROD_0012,Product 12 Luxury,2,170.25,2024-12-06 14:41:12,United States,340.5
INV_003170,CUST_01711,PROD_0012,Product 12 Luxury,1,170.25,2024-03-22 09:28:17,United States,170.25
INV_003365,CUST_02174,PROD_0037,Product 37 Modern,2,17.38,2024-04-18 12:49:34,Australia,34.76
INV_000091,CUST_00285,PROD_0025,Product 25 Eco,1,138.49,2024-10-27 07:55:36,United States,138.49
INV_000596,CUST_01170,PROD_0030,Product 30 Modern,5,32.85,2024-09-26 12:22:06,Canada,164.25
INV_004663,CUST_00882,PROD_0038,Product 38 Modern,1,199.23,2024-10-22 10:24:55,Australia,199.23
INV_001550,CUST_02485,PROD_0023,Product 23 Eco,1,36.85,2024-02-03 14:17:13,United States,36.85
INV_004834,CUST_00855,PROD_0039,Product 39 Eco,2,194.35,2024-09-14 02:47:46,Germany,388.7
INV_001265,CUST_01628,PROD_0038,Product 38 Modern,4,199.23,2024-08-02 09:31:04,United States,796.92
INV_004942,CUST_01053,PROD_0047,Product 47 Vintage,2,153.68,2024-02-19 18:53:51,United States,307.36
INV_001765,CUST_02342,PROD_0021,Product 21 Vintage,3,141.84,2024-06-06 04:45:18,France,425.52
INV_006020,CUST_00057,PROD_0031,Product 31 Vintage,3,150.26,2024-06-09 12:45:20,United States,450.78
INV_003276,CUST_00550,PROD_0036,Product 36 Vintage,2,159.45,2024-04-18 00:19:34,United States,318.9
INV_005818,CUST_02433,PROD_0032,Product 32 Eco,1,150.66,2024-10-29 06:14:43,Canada,150.66
INV_001535,CUST_00426,PROD_0024,Product 24 Modern,4,197.95,2024-03-20 20:08:25,United Kingdom,791.8
INV_003554,CUST_01534,PROD_0001,Product 1 Luxury,1,149.59,2024-04-26 05:32:16,United States,149.59
INV_002024,CUST_02239,PROD_0017,Product 17 Luxury,2,133.94,2024-02-22 13:08:58,United States,267.88
INV_000401,CUST_02247,PROD_0034,Product 34 Vintage,5,104.35,2024-10-03 13:44:42,United States,521.75
INV_006615,CUST_02331,PROD_0017,Product 17 Luxury,4,133.94,2024-06-19 05:54:14,United States,535.76
INV_006661,CUST_01503,PROD_0016,Product 16 Eco,1,117.57,2024-05-15 22:00:23,Germany,117.57
INV_001640,CUST_00613,PROD_0039,Product 39 Eco,2,194.35,2024-08-23 03:46:18,United States,388.7
INV_001554,CUST_02236,PROD_0049,Product 49 Eco,2,100.27,2024-04-24 13:23:54,Australia,200.54
INV_001268,CUST_02407,PROD_0009,Product 9 Luxury,1,141.13,2024-07-21 22:37:51,France,141.13
INV_000241,CUST_01159,PROD_0001,Product 1 Luxury,4,149.59,2024-09-30 00:19:08,Canada,598.36
