stock_code_A,stock_code_B,item_A_name,item_B_name,support,confidence,lift
PROD_0031,PROD_0008,Product 31 Vintage,Product 8 Eco,0.00444,0.0728,1.17
PROD_0008,PROD_0031,Product 8 Eco,Product 31 Vintage,0.00444,0.0712,1.17
PROD_0013,PROD_0036,Product 13 Eco,Product 36 Vintage,0.00457,0.073,1.17
PROD_0036,PROD_0013,Product 36 Vintage,Product 13 Eco,0.00457,0.073,1.17
PROD_0013,PROD_0044,Product 13 Eco,Product 44 Essential,0.00483,0.0772,1.17
PROD_0044,PROD_0013,Product 44 Essential,Product 13 Eco,0.00483,0.0733,1.17
PROD_0033,PROD_0040,Product 33 Modern,Product 40 Luxury,0.00457,0.0704,1.16
PROD_0040,PROD_0033,Product 40 Luxury,Product 33 Modern,0.00457,0.0755,1.16
PROD_0008,PROD_0005,Product 8 Eco,Product 5 Vintage,0.00431,0.0691,1.16
PROD_0005,PROD_0008,Product 5 Vintage,Product 8 Eco,0.00431,0.0725,1.16
PROD_0019,PROD_0005,Product 19 Luxury,Product 5 Vintage,0.00444,0.0691,1.16
PROD_0005,PROD_0019,Product 5 Vintage,Product 19 Luxury,0.00444,0.0747,1.16
PROD_0032,PROD_0050,Product 32 Eco,Product 50 Luxury,0.0047,0.07,1.16
PROD_0050,PROD_0032,Product 50 Luxury,Product 32 Eco,0.0047,0.0777,1.16
PROD_0006,PROD_0047,Product 6 Luxury,Product 47 Vintage,0.00483,0.0735,1.16
PROD_0047,PROD_0006,Product 47 Vintage,Product 6 Luxury,0.00483,0.0764,1.16
PROD_0001,PROD_0045,Product 1 Luxury,Product 45 Eco,0.0047,0.0733,1.16
PROD_0045,PROD_0001,Product 45 Eco,Product 1 Luxury,0.0047,0.0742,1.16
PROD_0029,PROD_0004,Product 29 Essential,Product 4 Modern,0.0047,0.0739,1.16
PROD_0004,PROD_0029,Product 4 Modern,Product 29 Essential,0.0047,0.0737,1.16
PROD_0016,PROD_0035,Product 16 Eco,Product 35 Luxury,0.00457,0.0757,1.16
PROD_0035,PROD_0016,Product 35 Luxury,Product 16 Eco,0.00457,0.0702,1.16
PROD_0009,PROD_0035,Product 9 Luxury,Product 35 Luxury,0.00497,0.0753,1.16
PROD_0035,PROD_0009,Product 35 Luxury,Product 9 Luxury,0.00497,0.0764,1.16
PROD_0021,PROD_0024,Product 21 Vintage,Product 24 Modern,0.00431,0.0727,1.16
PROD_0024,PROD_0021,Product 24 Modern,Product 21 Vintage,0.00431,0.069,1.16
PROD_0035,PROD_0017,Product 35 Luxury,Product 17 Luxury,0.0047,0.0722,1.16
PROD_0017,PROD_0035,Product 17 Luxury,Product 35 Luxury,0.0047,0.0754,1.16
PROD_0027,PROD_0021,Product 27 Essential,Product 21 Vintage,0.00444,0.0688,1.16
PROD_0021,PROD_0027,Product 21 Vintage,Product 27 Essential,0.00444,0.0748,1.16
PROD_0015,PROD_0007,Product 15 Modern,Product 7 Eco,0.00483,0.0761,1.15
PROD_0007,PROD_0015,Product 7 Eco,Product 15 Modern,0.00483,0.0732,1.15
PROD_0018,PROD_0048,Product 18 Essential,Product 48 Eco,0.00483,0.0739,1.15
PROD_0048,PROD_0018,Product 48 Eco,Product 18 Essential,0.00483,0.0753,1.15
PROD_0032,PROD_0007,Product 32 Eco,Product 7 Eco,0.0051,0.0759,1.15
PROD_0007,PROD_0032,Product 7 Eco,Product 32 Eco,0.0051,0.0773,1.15
PROD_0039,PROD_0020,Product 39 Eco,Product 20 Essential,0.0047,0.0752,1.15
PROD_0020,PROD_0039,Product 20 Essential,Product 39 Eco,0.0047,0.0718,1.15
PROD_0013,PROD_0018,Product 13 Eco,Product 18 Essential,0.0047,0.0751,1.15
PROD_0018,PROD_0013,Product 18 Essential,Product 13 Eco,0.0047,0.0719,1.15
PROD_0004,PROD_0017,Product 4 Modern,Product 17 Luxury,0.00457,0.0717,1.15
PROD_0017,PROD_0004,Product 17 Luxury,Product 4 Modern,0.00457,0.0733,1.15
PROD_0032,PROD_0019,Product 32 Eco,Product 19 Luxury,0.00497,0.074,1.15
PROD_0019,PROD_0032,Product 19 Luxury,Product 32 Eco,0.00497,0.0773,1.15
PROD_0045,PROD_0036,Product 45 Eco,Product 36 Vintage,0.00457,0.0721,1.15
PROD_0036,PROD_0045,Product 36 Vintage,Product 45 Eco,0.00457,0.073,1.15
PROD_0018,PROD_0027,Product 18 Essential,Product 27 Essential,0.00483,0.0739,1.15
PROD_0027,PROD_0018,Product 27 Essential,Product 18 Essential,0.00483,0.0748,1.15
PROD_0045,PROD_0027,Product 45 Eco,Product 27 Essential,0.0047,0.0742,1.15
PROD_0027,PROD_0045,Product 27 Essential,Product 45 Eco,0.0047,0.0728,1.15
PROD_0003,PROD_0036,Product 3 Luxury,Product 36 Vintage,0.00431,0.0712,1.14
PROD_0036,PROD_0003,Product 36 Vintage,Product 3 Luxury,0.00431,0.0689,1.14
PROD_0041,PROD_0047,Product 41 Eco,Product 47 Vintage,0.00444,0.0718,1.14
PROD_0047,PROD_0041,Product 47 Vintage,Product 41 Eco,0.00444,0.0702,1.14
PROD_0013,PROD_0048,Product 13 Eco,Product 48 Eco,0.00457,0.073,1.14
PROD_0048,PROD_0013,Product 48 Eco,Product 13 Eco,0.00457,0.0712,1.14
PROD_0013,PROD_0024,Product 13 Eco,Product 24 Modern,0.00444,0.0709,1.14
PROD_0024,PROD_0013,Product 24 Modern,Product 13 Eco,0.00444,0.0711,1.14
PROD_0050,PROD_0009,Product 50 Luxury,Product 9 Luxury,0.00457,0.0755,1.14
PROD_0009,PROD_0050,Product 9 Luxury,Product 50 Luxury,0.00457,0.0693,1.14
PROD_0014,PROD_0033,Product 14 Modern,Product 33 Modern,0.0047,0.074,1.14
PROD_0033,PROD_0014,Product 33 Modern,Product 14 Modern,0.0047,0.0724,1.14
PROD_0030,PROD_0004,Product 30 Modern,Product 4 Modern,0.00483,0.0726,1.14
PROD_0004,PROD_0030,Product 4 Modern,Product 30 Modern,0.00483,0.0757,1.14
PROD_0012,PROD_0044,Product 12 Luxury,Product 44 Essential,0.0047,0.0751,1.14
PROD_0044,PROD_0012,Product 44 Essential,Product 12 Luxury,0.0047,0.0714,1.14
PROD_0036,PROD_0009,Product 36 Vintage,Product 9 Luxury,0.0047,0.0751,1.14
PROD_0009,PROD_0036,Product 9 Luxury,Product 36 Vintage,0.0047,0.0712,1.14
PROD_0013,PROD_0019,Product 13 Eco,Product 19 Luxury,0.00457,0.073,1.14
PROD_0019,PROD_0013,Product 19 Luxury,Product 13 Eco,0.00457,0.0711,1.14
PROD_0041,PROD_0038,Product 41 Eco,Product 38 Modern,0.00457,0.0739,1.14
PROD_0038,PROD_0041,Product 38 Modern,Product 41 Eco,0.00457,0.0707,1.14
PROD_0027,PROD_0020,Product 27 Essential,Product 20 Essential,0.00483,0.0748,1.14
PROD_0020,PROD_0027,Product 20 Essential,Product 27 Essential,0.00483,0.0738,1.14
PROD_0048,PROD_0038,Product 48 Eco,Product 38 Modern,0.0047,0.0733,1.13
PROD_0038,PROD_0048,Product 38 Modern,Product 48 Eco,0.0047,0.0727,1.13
PROD_0021,PROD_0040,Product 21 Vintage,Product 40 Luxury,0.00405,0.0683,1.13
PROD_0040,PROD_0021,Product 40 Luxury,Product 21 Vintage,0.00405,0.0669,1.13
PROD_0010,PROD_0038,Product 10 Essential,Product 38 Modern,0.00457,0.0732,1.13
PROD_0038,PROD_0010,Product 38 Modern,Product 10 Essential,0.00457,0.0707,1.13
PROD_0004,PROD_0049,Product 4 Modern,Product 49 Eco,0.00457,0.0717,1.13
PROD_0049,PROD_0004,Product 49 Eco,Product 4 Modern,0.00457,0.0723,1.13
PROD_0029,PROD_0025,Product 29 Essential,Product 25 Eco,0.00457,0.0718,1.13
PROD_0025,PROD_0029,Product 25 Eco,Product 29 Essential,0.00457,0.0717,1.13
PROD_0013,PROD_0030,Product 13 Eco,Product 30 Modern,0.0047,0.0751,1.13
PROD_0030,PROD_0013,Product 30 Modern,Product 13 Eco,0.0047,0.0707,1.13
PROD_0010,PROD_0011,Product 10 Essential,Product 11 Essential,0.0047,0.0752,1.13
PROD_0011,PROD_0010,Product 11 Essential,Product 10 Essential,0.0047,0.0705,1.13
PROD_0009,PROD_0022,Product 9 Luxury,Product 22 Luxury,0.0047,0.0712,1.13
PROD_0022,PROD_0009,Product 22 Luxury,Product 9 Luxury,0.0047,0.0743,1.13
PROD_0032,PROD_0042,Product 32 Eco,Product 42 Essential,0.00483,0.0719,1.13
PROD_0042,PROD_0032,Product 42 Essential,Product 32 Eco,0.00483,0.0759,1.13
PROD_0032,PROD_0018,Product 32 Eco,Product 18 Essential,0.00497,0.074,1.13
PROD_0018,PROD_0032,Product 18 Essential,Product 32 Eco,0.00497,0.0761,1.13
PROD_0042,PROD_0029,Product 42 Essential,Product 29 Essential,0.00457,0.0718,1.13
PROD_0029,PROD_0042,Product 29 Essential,Product 42 Essential,0.00457,0.0718,1.13
PROD_0027,PROD_0034,Product 27 Essential,Product 34 Vintage,0.00444,0.0688,1.13
PROD_0034,PROD_0027,Product 34 Vintage,Product 27 Essential,0.00444,0.0729,1.13
PROD_0019,PROD_0020,Product 19 Luxury,Product 20 Essential,0.0047,0.0731,1.12
PROD_0020,PROD_0019,Product 20 Essential,Product 19 Luxury,0.0047,0.0718,1.12
PROD_0010,PROD_0029,Product 10 Essential,Product 29 Essential,0.00444,0.0711,1.12
PROD_0029,PROD_0010,Product 29 Essential,Product 10 Essential,0.00444,0.0698,1.12
PROD_0050,PROD_0025,Product 50 Luxury,Product 25 Eco,0.00431,0.0712,1.12
PROD_0025,PROD_0050,Product 25 Eco,Product 50 Luxury,0.00431,0.0676,1.12
PROD_0029,PROD_0001,Product 29 Essential,Product 1 Luxury,0.00457,0.0718,1.12
PROD_0001,PROD_0029,Product 1 Luxury,Product 29 Essential,0.00457,0.0712,1.12
PROD_0004,PROD_0040,Product 4 Modern,Product 40 Luxury,0.00431,0.0676,1.12
PROD_0040,PROD_0004,Product 40 Luxury,Product 4 Modern,0.00431,0.0712,1.12
PROD_0008,PROD_0020,Product 8 Eco,Product 20 Essential,0.00457,0.0733,1.12
PROD_0020,PROD_0008,Product 20 Essential,Product 8 Eco,0.00457,0.0698,1.12
PROD_0012,PROD_0022,Product 12 Luxury,Product 22 Luxury,0.00444,0.0709,1.12
PROD_0022,PROD_0012,Product 22 Luxury,Product 12 Luxury,0.00444,0.0702,1.12
PROD_0021,PROD_0011,Product 21 Vintage,Product 11 Essential,0.00444,0.0748,1.12
PROD_0011,PROD_0021,Product 11 Essential,Product 21 Vintage,0.00444,0.0666,1.12
PROD_0024,PROD_0026,Product 24 Modern,Product 26 Luxury,0.00457,0.0732,1.12
PROD_0026,PROD_0024,Product 26 Luxury,Product 24 Modern,0.00457,0.0698,1.12
PROD_0004,PROD_0044,Product 4 Modern,Product 44 Essential,0.0047,0.0737,1.12
PROD_0044,PROD_0004,Product 44 Essential,Product 4 Modern,0.0047,0.0714,1.12
PROD_0027,PROD_0049,Product 27 Essential,Product 49 Eco,0.00457,0.0708,1.12
PROD_0049,PROD_0027,Product 49 Eco,Product 27 Essential,0.00457,0.0723,1.12
PROD_0027,PROD_0002,Product 27 Essential,Product 2 Vintage,0.00483,0.0748,1.12
PROD_0002,PROD_0027,Product 2 Vintage,Product 27 Essential,0.00483,0.0723,1.12
PROD_0039,PROD_0014,Product 39 Eco,Product 14 Modern,0.00444,0.0711,1.12
PROD_0014,PROD_0039,Product 14 Modern,Product 39 Eco,0.00444,0.0699,1.12
PROD_0043,PROD_0036,Product 43 Vintage,Product 36 Vintage,0.00431,0.0703,1.12
PROD_0036,PROD_0043,Product 36 Vintage,Product 43 Vintage,0.00431,0.0689,1.12
PROD_0043,PROD_0033,Product 43 Vintage,Product 33 Modern,0.00444,0.0725,1.12
PROD_0033,PROD_0043,Product 33 Modern,Product 43 Vintage,0.00444,0.0684,1.12
PROD_0043,PROD_0027,Product 43 Vintage,Product 27 Essential,0.00444,0.0725,1.12
PROD_0027,PROD_0043,Product 27 Essential,Product 43 Vintage,0.00444,0.0688,1.12
PROD_0006,PROD_0034,Product 6 Luxury,Product 34 Vintage,0.00444,0.0676,1.11
PROD_0006,PROD_0019,Product 6 Luxury,Product 19 Luxury,0.0047,0.0715,1.11
PROD_0041,PROD_0033,Product 41 Eco,Product 33 Modern,0.00444,0.0718,1.11
PROD_0034,PROD_0006,Product 34 Vintage,Product 6 Luxury,0.00444,0.0729,1.11
PROD_0019,PROD_0006,Product 19 Luxury,Product 6 Luxury,0.0047,0.0731,1.11
PROD_0033,PROD_0041,Product 33 Modern,Product 41 Eco,0.00444,0.0684,1.11
PROD_0037,PROD_0044,Product 37 Modern,Product 44 Essential,0.00444,0.0732,1.11
PROD_0044,PROD_0037,Product 44 Essential,Product 37 Modern,0.00444,0.0674,1.11
PROD_0022,PROD_0005,Product 22 Luxury,Product 5 Vintage,0.00418,0.0661,1.11
PROD_0005,PROD_0022,Product 5 Vintage,Product 22 Luxury,0.00418,0.0703,1.11
PROD_0005,PROD_0020,Product 5 Vintage,Product 20 Essential,0.00431,0.0725,1.11
PROD_0020,PROD_0005,Product 20 Essential,Product 5 Vintage,0.00431,0.0658,1.11
PROD_0001,PROD_0040,Product 1 Luxury,Product 40 Luxury,0.00431,0.0672,1.11
PROD_0040,PROD_0001,Product 40 Luxury,Product 1 Luxury,0.00431,0.0712,1.11
PROD_0009,PROD_0001,Product 9 Luxury,Product 1 Luxury,0.0047,0.0712,1.11
PROD_0001,PROD_0009,Product 1 Luxury,Product 9 Luxury,0.0047,0.0733,1.11
PROD_0050,PROD_0017,Product 50 Luxury,Product 17 Luxury,0.00418,0.0691,1.11
PROD_0017,PROD_0050,Product 17 Luxury,Product 50 Luxury,0.00418,0.0671,1.11
PROD_0021,PROD_0029,Product 21 Vintage,Product 29 Essential,0.00418,0.0705,1.11
PROD_0029,PROD_0021,Product 29 Essential,Product 21 Vintage,0.00418,0.0657,1.11
PROD_0042,PROD_0038,Product 42 Essential,Product 38 Modern,0.00457,0.0718,1.11
PROD_0038,PROD_0042,Product 38 Modern,Product 42 Essential,0.00457,0.0707,1.11
PROD_0046,PROD_0017,Product 46 Essential,Product 17 Luxury,0.00418,0.0692,1.11
PROD_0017,PROD_0046,Product 17 Luxury,Product 46 Essential,0.00418,0.0671,1.11
PROD_0011,PROD_0020,Product 11 Essential,Product 20 Essential,0.00483,0.0725,1.11
PROD_0020,PROD_0011,Product 20 Essential,Product 11 Essential,0.00483,0.0738,1.11
PROD_0013,PROD_0016,Product 13 Eco,Product 16 Eco,0.00418,0.0668,1.11
PROD_0016,PROD_0013,Product 16 Eco,Product 13 Eco,0.00418,0.0692,1.11
PROD_0050,PROD_0048,Product 50 Luxury,Product 48 Eco,0.00431,0.0712,1.11
PROD_0048,PROD_0050,Product 48 Eco,Product 50 Luxury,0.00431,0.0672,1.11
PROD_0021,PROD_0025,Product 21 Vintage,Product 25 Eco,0.00418,0.0705,1.11
PROD_0025,PROD_0021,Product 25 Eco,Product 21 Vintage,0.00418,0.0656,1.11
PROD_0048,PROD_0039,Product 48 Eco,Product 39 Eco,0.00444,0.0692,1.11
PROD_0039,PROD_0048,Product 39 Eco,Product 48 Eco,0.00444,0.0711,1.11
PROD_0033,PROD_0028,Product 33 Modern,Product 28 Vintage,0.0047,0.0724,1.11
PROD_0028,PROD_0033,Product 28 Vintage,Product 33 Modern,0.0047,0.0719,1.11
