customer_id,total_monetary_spend,transaction_frequency,total_items_purchased,first_purchase,last_purchase,views,carts,purchases,searches,total_sessions,cart_to_view_ratio,avg_order_value,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,customer_segment,cluster_id
CUST_00507,2697.69,3,30,2024-03-11 22:07:55,2024-11-11 17:40:13,24,5,0,1,4,0.2083,899.23,50.3,3,2697.69,4,4,4,444,12,Champions,Cluster_3
CUST_00184,2447.33,4,19,2024-04-02 01:56:07,2024-12-24 22:17:29,17,5,1,4,4,0.2941,611.83,7.1,4,2447.33,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_02411,5013.95,6,48,2024-02-16 02:01:24,2024-12-16 00:29:27,15,7,3,0,5,0.4667,835.66,16.0,6,5013.95,5,5,5,555,15,Champions,Cluster_1
CUST_01361,880.77,1,11,2024-10-30 20:22:14,2024-10-30 20:22:14,24,13,2,6,6,0.5417,880.77,62.2,1,880.77,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_00230,3738.21,5,32,2024-03-26 00:21:20,2024-12-24 00:27:54,21,5,3,4,6,0.2381,747.64,8.0,5,3738.21,5,5,5,555,15,Champions,Cluster_1
CUST_00485,1603.25,2,11,2024-09-13 17:59:18,2024-11-20 13:14:06,18,3,1,0,6,0.1667,801.62,41.4,2,1603.25,4,2,2,422,8,New Customers,Cluster_3
CUST_01506,2347.38,3,28,2024-03-11 15:19:50,2024-11-22 23:30:20,7,1,0,0,2,0.1429,782.46,39.0,3,2347.38,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_01820,1022.85,4,9,2024-03-31 16:55:27,2024-10-14 23:32:19,37,13,4,2,8,0.3514,255.71,78.0,4,1022.85,3,4,1,341,8,Potential Loyalists,Cluster_3
CUST_00494,2343.77,3,16,2024-04-24 19:22:26,2024-11-30 02:57:09,25,8,1,1,9,0.32,781.26,31.9,3,2343.77,4,4,3,443,11,Loyal Customers,Cluster_1
CUST_01980,5421.35,5,47,2024-02-11 10:04:49,2024-09-13 00:58:31,24,6,1,8,7,0.25,1084.27,110.0,5,5421.35,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_02061,2325.13,4,19,2024-03-05 23:23:35,2024-11-18 05:46:12,16,12,2,3,7,0.75,581.28,43.8,4,2325.13,4,4,3,443,11,Loyal Customers,Cluster_4
CUST_01015,924.84,1,7,2024-04-17 13:31:32,2024-04-17 13:31:32,24,4,0,5,5,0.1667,924.84,258.4,1,924.84,1,1,1,111,3,Lost,Cluster_2
CUST_02495,4733.84,3,36,2024-04-19 18:44:22,2024-12-21 16:54:07,5,3,5,2,4,0.6,1577.95,10.3,3,4733.84,5,4,5,545,14,Champions,Cluster_1
CUST_01097,2066.55,2,15,2024-01-28 23:16:59,2024-02-21 08:12:15,34,10,2,2,10,0.2941,1033.28,314.7,2,2066.55,1,2,3,123,6,Potential Loyalists,Cluster_3
CUST_01054,2352.74,3,14,2024-04-18 08:44:04,2024-10-06 01:49:13,58,13,7,6,13,0.2241,784.25,86.9,3,2352.74,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01540,2889.78,3,19,2024-03-20 09:00:33,2024-12-03 17:04:22,19,6,2,5,7,0.3158,963.26,28.3,3,2889.78,4,4,4,444,12,Champions,Cluster_1
CUST_02381,3616.05,4,28,2024-04-21 10:28:19,2024-10-31 06:31:06,2,3,0,0,3,1.5,904.01,61.7,4,3616.05,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_02036,2749.3,4,28,2024-05-25 15:14:25,2024-12-26 21:20:25,24,10,1,3,9,0.4167,687.33,5.1,4,2749.3,5,4,4,544,13,Champions,Cluster_1
CUST_00343,4005.82,4,26,2024-02-07 01:05:24,2024-05-11 16:45:09,4,5,0,0,1,1.25,1001.46,234.3,4,4005.82,1,4,5,145,10,Loyal Customers,Cluster_4
CUST_01327,484.21,1,3,2024-10-24 21:15:43,2024-10-24 21:15:43,11,4,2,5,4,0.3636,484.21,68.1,1,484.21,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01705,2305.04,4,17,2024-08-20 07:08:23,2024-12-21 16:23:06,12,2,1,6,4,0.1667,576.26,10.3,4,2305.04,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_02255,6214.15,7,52,2024-02-02 15:33:32,2024-10-03 18:48:07,41,10,2,5,11,0.2439,887.74,89.2,7,6214.15,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_00712,751.88,2,10,2024-03-09 09:22:27,2024-03-15 20:41:07,18,6,1,1,4,0.3333,375.94,291.1,2,751.88,1,2,1,121,4,Lost,Cluster_2
CUST_01567,2480.91,3,18,2024-01-22 00:30:32,2024-10-30 15:58:59,30,7,3,3,9,0.2333,826.97,62.3,3,2480.91,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_00679,1860.41,3,22,2024-10-07 01:54:45,2024-12-25 03:57:49,43,6,2,11,12,0.1395,620.14,6.8,3,1860.41,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00390,2492.24,2,20,2024-01-01 10:07:30,2024-11-26 14:11:12,8,1,0,1,3,0.125,1246.12,35.4,2,2492.24,4,2,3,423,9,New Customers,Cluster_3
CUST_01633,2273.54,4,25,2024-07-13 21:19:49,2024-10-11 16:45:53,29,5,4,4,7,0.1724,568.38,81.3,4,2273.54,3,4,3,343,10,Loyal Customers,Cluster_4
CUST_01518,5433.67,5,51,2024-01-15 22:11:37,2024-08-31 10:18:05,19,6,1,4,7,0.3158,1086.73,122.6,5,5433.67,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_00601,1466.12,2,8,2024-02-25 15:57:48,2024-12-19 02:13:00,24,8,2,5,6,0.3333,733.06,12.9,2,1466.12,5,2,2,522,9,New Customers,Cluster_1
CUST_01976,1039.47,3,15,2024-04-16 03:22:04,2024-09-13 01:59:04,18,3,3,0,5,0.1667,346.49,109.9,3,1039.47,2,4,2,242,8,At Risk,Cluster_3
CUST_01151,1686.19,5,22,2024-01-23 18:06:35,2024-10-17 10:13:08,17,7,3,4,7,0.4118,337.24,75.6,5,1686.19,3,5,2,352,10,Potential Loyalists,Cluster_4
CUST_02361,363.77,1,3,2024-11-14 06:26:09,2024-11-14 06:26:09,18,3,1,3,3,0.1667,363.77,47.7,1,363.77,4,1,1,411,6,New Customers,Cluster_2
CUST_00370,3230.76,7,34,2024-02-22 21:56:21,2024-10-20 19:00:13,19,4,0,0,5,0.2105,461.54,72.2,7,3230.76,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_00235,1273.78,2,8,2024-01-30 03:26:03,2024-05-18 06:25:58,17,2,2,2,6,0.1176,636.89,227.7,2,1273.78,1,2,2,122,5,Lost,Cluster_3
CUST_00570,1611.71,3,15,2024-02-29 16:30:22,2024-12-10 13:52:36,18,2,4,2,4,0.1111,537.24,21.4,3,1611.71,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_00566,1997.18,3,13,2024-07-08 15:04:42,2024-11-07 09:01:32,27,6,5,1,7,0.2222,665.73,54.6,3,1997.18,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_00404,2880.87,5,26,2024-01-24 12:57:03,2024-11-07 18:47:35,10,4,1,2,6,0.4,576.17,54.2,5,2880.87,4,5,4,454,13,Champions,Cluster_4
CUST_01053,373.06,1,4,2024-02-19 18:53:51,2024-02-19 18:53:51,18,3,3,3,6,0.1667,373.06,316.2,1,373.06,1,1,1,111,3,Lost,Cluster_2
CUST_01700,5074.44,7,46,2024-01-10 08:13:36,2024-09-08 16:13:49,3,1,3,1,3,0.3333,724.92,114.3,7,5074.44,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_00982,2674.78,3,25,2024-04-08 05:58:17,2024-12-09 21:50:52,13,4,1,2,4,0.3077,891.59,22.1,3,2674.78,5,4,4,544,13,Champions,Cluster_1
CUST_01201,3563.26,2,31,2024-03-29 03:49:28,2024-05-24 08:31:57,20,7,2,0,4,0.35,1781.63,221.6,2,3563.26,1,2,4,124,7,Potential Loyalists,Cluster_3
CUST_01021,2324.94,3,22,2024-01-03 05:03:28,2024-12-22 07:26:25,14,1,2,1,6,0.0714,774.98,9.7,3,2324.94,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00289,1747.37,3,13,2024-03-01 16:17:51,2024-08-11 07:02:13,10,3,2,0,2,0.3,582.46,142.7,3,1747.37,2,4,2,242,8,At Risk,Cluster_3
CUST_00496,2895.55,3,32,2024-01-21 03:32:20,2024-11-05 05:22:31,27,10,4,4,8,0.3704,965.18,56.8,3,2895.55,4,4,4,444,12,Champions,Cluster_4
CUST_00440,1812.61,3,21,2024-02-18 20:47:48,2024-06-29 04:27:18,8,3,0,1,3,0.375,604.2,185.8,3,1812.61,1,4,3,143,8,Loyal Customers,Cluster_3
CUST_02031,1823.73,2,16,2024-06-18 08:23:32,2024-12-03 15:32:27,10,2,0,1,4,0.2,911.87,28.4,2,1823.73,4,2,3,423,9,New Customers,Cluster_3
CUST_00838,2626.27,3,24,2024-04-01 18:34:12,2024-11-07 18:45:58,18,6,1,2,5,0.3333,875.42,54.2,3,2626.27,4,4,4,444,12,Champions,Cluster_3
CUST_02161,5567.73,4,36,2024-01-16 04:37:37,2024-11-30 18:33:24,14,5,1,2,5,0.3571,1391.93,31.2,4,5567.73,4,4,5,445,13,Champions,Cluster_4
CUST_00101,318.16,1,3,2024-12-26 05:35:37,2024-12-26 05:35:37,10,3,0,2,4,0.3,318.16,5.8,1,318.16,5,1,1,511,7,New Customers,Cluster_2
CUST_01512,2294.03,5,18,2024-05-06 01:08:09,2024-07-02 19:06:26,25,10,2,4,7,0.4,458.81,182.2,5,2294.03,1,5,3,153,9,Loyal Customers,Cluster_4
CUST_00720,3417.05,4,35,2024-02-16 09:17:22,2024-09-07 16:58:37,28,4,2,7,6,0.1429,854.26,115.3,4,3417.05,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00640,611.72,2,6,2024-01-02 16:01:32,2024-01-10 23:02:01,15,1,0,3,5,0.0667,305.86,356.0,2,611.72,1,2,1,121,4,Lost,Cluster_2
CUST_00218,3695.8,4,37,2024-06-22 00:30:38,2024-12-13 14:32:58,11,2,0,1,2,0.1818,923.95,18.4,4,3695.8,5,4,5,545,14,Champions,Cluster_1
CUST_00751,1074.8,2,8,2024-04-12 23:07:36,2024-10-23 23:25:17,1,0,0,0,1,0.0,537.4,69.0,2,1074.8,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_00577,5777.21,3,53,2024-08-09 00:13:05,2024-11-05 16:45:40,36,14,6,1,8,0.3889,1925.74,56.3,3,5777.21,4,4,5,445,13,Champions,Cluster_4
CUST_00544,2789.08,3,22,2024-04-06 23:09:38,2024-12-27 17:09:09,9,6,2,2,5,0.6667,929.69,4.3,3,2789.08,5,4,4,544,13,Champions,Cluster_1
CUST_01066,834.29,2,8,2024-04-28 02:32:55,2024-11-21 04:33:16,19,4,2,3,5,0.2105,417.14,40.8,2,834.29,4,2,1,421,7,New Customers,Cluster_3
CUST_00171,1293.67,1,8,2024-05-30 11:18:53,2024-05-30 11:18:53,16,5,1,3,4,0.3125,1293.67,215.5,1,1293.67,1,1,2,112,4,Lost,Cluster_2
CUST_02293,691.53,3,6,2024-01-16 10:33:02,2024-11-22 09:59:26,18,9,2,2,6,0.5,230.51,39.6,3,691.53,4,4,1,441,9,Potential Loyalists,Cluster_3
CUST_02300,2659.81,4,23,2024-03-07 12:58:47,2024-09-14 20:48:54,29,13,1,7,11,0.4483,664.95,108.1,4,2659.81,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00498,1809.14,2,12,2024-02-17 07:49:21,2024-11-23 10:02:04,22,4,3,3,5,0.1818,904.57,38.6,2,1809.14,4,2,3,423,9,New Customers,Cluster_3
CUST_01172,3190.17,3,29,2024-01-21 10:37:56,2024-06-28 04:04:02,0,1,0,0,1,0.0,1063.39,186.8,3,3190.17,1,4,4,144,9,Loyal Customers,Cluster_4
CUST_02109,1884.11,3,19,2024-02-07 07:54:18,2024-11-09 02:21:41,31,10,1,5,8,0.3226,628.04,52.9,3,1884.11,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_00961,258.44,2,4,2024-02-08 20:29:15,2024-06-02 18:03:18,11,7,0,1,4,0.6364,129.22,212.2,2,258.44,1,2,1,121,4,Lost,Cluster_2
CUST_02111,1733.91,2,16,2024-03-09 19:46:42,2024-08-11 07:49:50,31,9,1,1,6,0.2903,866.96,142.7,2,1733.91,2,2,2,222,6,Lost,Cluster_3
CUST_02143,2688.02,3,33,2024-06-27 00:19:17,2024-10-24 03:04:23,17,8,0,2,7,0.4706,896.01,68.9,3,2688.02,3,4,4,344,11,Loyal Customers,Cluster_3
CUST_00244,2904.6,3,26,2024-01-05 02:34:20,2024-08-09 09:28:40,17,3,1,2,4,0.1765,968.2,144.6,3,2904.6,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_00250,2079.12,3,21,2024-02-04 01:37:26,2024-12-07 11:51:10,15,7,0,0,4,0.4667,693.04,24.5,3,2079.12,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00419,311.64,1,5,2024-06-08 13:44:46,2024-06-08 13:44:46,17,5,1,3,4,0.2941,311.64,206.4,1,311.64,1,1,1,111,3,Lost,Cluster_2
CUST_00161,1353.15,4,10,2024-07-26 07:23:07,2024-10-13 08:02:51,23,7,4,2,6,0.3043,338.29,79.7,4,1353.15,3,4,2,342,9,Potential Loyalists,Cluster_3
CUST_00757,984.65,2,12,2024-04-01 23:05:50,2024-10-10 12:22:31,5,1,1,1,4,0.2,492.32,82.5,2,984.65,3,2,1,321,6,Potential Loyalists,Cluster_3
CUST_00721,2923.76,4,23,2024-04-21 22:37:09,2024-12-18 01:02:41,15,6,2,1,5,0.4,730.94,14.0,4,2923.76,5,4,4,544,13,Champions,Cluster_1
CUST_00251,1886.68,4,13,2024-01-08 00:30:03,2024-09-13 23:07:48,32,11,2,3,7,0.3438,471.67,109.0,4,1886.68,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_00056,6283.55,7,53,2024-01-15 00:14:35,2024-12-27 13:24:45,16,2,1,2,3,0.125,897.65,4.4,7,6283.55,5,5,5,555,15,Champions,Cluster_1
CUST_00920,4584.23,4,36,2024-01-09 01:15:38,2024-10-22 23:59:51,14,6,1,0,4,0.4286,1146.06,70.0,4,4584.23,3,4,5,345,12,Loyal Customers,Cluster_4
CUST_00459,2434.37,4,23,2024-02-02 10:17:01,2024-11-12 21:22:30,8,3,0,1,3,0.375,608.59,49.1,4,2434.37,4,4,3,443,11,Loyal Customers,Cluster_4
CUST_01348,1355.11,2,14,2024-02-08 08:55:18,2024-10-04 14:01:44,48,11,4,3,11,0.2292,677.55,88.4,2,1355.11,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_01094,3467.3,4,40,2024-05-23 14:44:18,2024-10-18 08:13:52,13,7,0,0,6,0.5385,866.83,74.7,4,3467.3,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_01329,3879.07,4,32,2024-10-28 16:37:57,2024-12-01 13:23:04,22,13,1,4,6,0.5909,969.77,30.4,4,3879.07,4,4,5,445,13,Champions,Cluster_1
CUST_01738,1833.11,3,14,2024-03-16 15:01:14,2024-09-25 02:11:17,7,2,0,0,1,0.2857,611.04,97.9,3,1833.11,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_00503,798.44,1,8,2024-01-16 00:59:36,2024-01-16 00:59:36,12,6,0,3,5,0.5,798.44,351.0,1,798.44,1,1,1,111,3,Lost,Cluster_2
CUST_00515,2460.85,4,19,2024-01-15 11:35:23,2024-09-03 08:02:23,37,7,1,2,11,0.1892,615.21,119.7,4,2460.85,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_01959,405.67,2,3,2024-10-15 14:35:33,2024-11-06 15:35:59,17,1,0,1,3,0.0588,202.84,55.4,2,405.67,4,2,1,421,7,New Customers,Cluster_2
CUST_01397,1912.82,2,14,2024-03-02 03:09:38,2024-05-21 02:35:50,9,6,1,1,4,0.6667,956.41,224.9,2,1912.82,1,2,3,123,6,Potential Loyalists,Cluster_3
CUST_02459,345.11,1,4,2024-07-05 12:59:06,2024-07-05 12:59:06,11,4,1,2,4,0.3636,345.11,179.5,1,345.11,1,1,1,111,3,Lost,Cluster_2
CUST_00466,726.42,1,5,2024-01-16 04:05:01,2024-01-16 04:05:01,24,5,2,6,7,0.2083,726.42,350.8,1,726.42,1,1,1,111,3,Lost,Cluster_2
CUST_00085,1442.69,2,12,2024-04-04 06:16:44,2024-10-20 00:51:40,37,12,4,6,9,0.3243,721.35,73.0,2,1442.69,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_02181,2347.6,3,18,2024-06-23 07:41:32,2024-12-19 11:58:20,49,11,2,7,12,0.2245,782.53,12.5,3,2347.6,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00220,1469.76,2,11,2024-02-28 22:11:53,2024-11-16 17:29:49,26,8,2,5,7,0.3077,734.88,45.3,2,1469.76,4,2,2,422,8,New Customers,Cluster_3
CUST_02422,5622.44,4,45,2024-02-08 08:41:59,2024-12-07 09:31:36,15,7,4,0,4,0.4667,1405.61,24.6,4,5622.44,5,4,5,545,14,Champions,Cluster_1
CUST_00449,2411.31,3,21,2024-06-10 18:26:12,2024-11-01 11:14:26,19,7,0,3,5,0.3684,803.77,60.5,3,2411.31,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_02231,2747.66,3,25,2024-04-25 05:48:11,2024-09-26 13:47:23,43,6,4,11,12,0.1395,915.89,96.4,3,2747.66,3,4,4,344,11,Loyal Customers,Cluster_3
CUST_02286,1221.91,2,9,2024-04-11 09:14:54,2024-09-20 10:57:13,26,8,2,1,8,0.3077,610.96,102.5,2,1221.91,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_00884,1244.34,2,15,2024-07-11 05:58:20,2024-11-09 14:13:19,16,2,1,0,4,0.125,622.17,52.4,2,1244.34,4,2,2,422,8,New Customers,Cluster_3
CUST_01270,1897.61,2,13,2024-01-05 19:12:24,2024-11-20 21:04:04,33,12,1,6,8,0.3636,948.8,41.1,2,1897.61,4,2,3,423,9,New Customers,Cluster_3
CUST_02479,3614.85,5,34,2024-07-03 17:11:01,2024-10-25 15:39:07,26,7,2,3,7,0.2692,722.97,67.3,5,3614.85,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_01477,519.83,2,5,2024-09-30 15:39:51,2024-10-20 10:23:46,26,4,0,1,7,0.1538,259.92,72.6,2,519.83,3,2,1,321,6,Potential Loyalists,Cluster_2
CUST_00287,1938.9,2,14,2024-01-03 16:09:25,2024-03-15 17:54:28,19,9,3,3,9,0.4737,969.45,291.3,2,1938.9,1,2,3,123,6,Potential Loyalists,Cluster_3
CUST_01243,352.71,1,3,2024-05-20 04:11:20,2024-05-20 04:11:20,5,4,2,1,3,0.8,352.71,225.8,1,352.71,1,1,1,111,3,Lost,Cluster_2
CUST_01259,1061.91,2,9,2024-04-14 13:32:43,2024-07-13 20:55:31,14,1,0,1,3,0.0714,530.96,171.1,2,1061.91,2,2,2,222,6,Lost,Cluster_3
CUST_02011,1420.16,3,21,2024-02-29 15:33:43,2024-06-27 17:25:02,25,4,2,6,6,0.16,473.39,187.3,3,1420.16,1,4,2,142,7,At Risk,Cluster_3
CUST_00061,2042.96,1,13,2024-01-27 00:26:39,2024-01-27 00:26:39,15,8,1,5,6,0.5333,2042.96,340.0,1,2042.96,1,1,3,113,5,Potential Loyalists,Cluster_3
CUST_01659,848.82,2,12,2024-03-04 20:31:11,2024-09-07 02:46:41,20,11,1,5,6,0.55,424.41,115.9,2,848.82,2,2,1,221,5,Lost,Cluster_3
CUST_02434,2660.52,3,19,2024-06-22 05:59:07,2024-09-23 21:34:20,17,4,1,2,5,0.2353,886.84,99.1,3,2660.52,3,4,4,344,11,Loyal Customers,Cluster_3
CUST_02319,3015.3,3,34,2024-02-29 22:01:18,2024-11-27 01:09:15,27,6,0,4,7,0.2222,1005.1,35.0,3,3015.3,4,4,4,444,12,Champions,Cluster_1
CUST_00561,4977.17,6,38,2024-03-18 09:12:54,2024-12-29 04:27:11,22,10,4,1,6,0.4545,829.53,2.8,6,4977.17,5,5,5,555,15,Champions,Cluster_1
CUST_02452,3377.26,3,27,2024-07-01 23:03:26,2024-12-16 12:17:40,25,7,1,1,6,0.28,1125.75,15.5,3,3377.26,5,4,4,544,13,Champions,Cluster_1
CUST_00611,774.37,2,6,2024-07-30 21:16:12,2024-12-20 20:48:40,12,3,0,0,4,0.25,387.19,11.1,2,774.37,5,2,1,521,8,New Customers,Cluster_1
CUST_00728,5656.3,5,40,2024-01-13 16:38:34,2024-08-09 08:56:45,33,7,2,8,8,0.2121,1131.26,144.6,5,5656.3,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_02039,3559.56,3,32,2024-06-29 00:10:11,2024-10-06 03:22:18,7,5,2,5,4,0.7143,1186.52,86.9,3,3559.56,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_02105,4057.08,4,33,2024-02-16 08:27:29,2024-06-17 15:29:09,44,15,3,6,9,0.3409,1014.27,197.4,4,4057.08,1,4,5,145,10,Loyal Customers,Cluster_4
CUST_00985,2425.29,4,19,2024-06-08 07:11:13,2024-12-15 09:41:27,26,5,0,7,6,0.1923,606.32,16.6,4,2425.29,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00295,2315.01,2,22,2024-05-12 07:39:34,2024-07-23 23:52:00,15,6,0,5,4,0.4,1157.51,161.0,2,2315.01,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_00274,2212.5,2,22,2024-01-18 00:02:01,2024-11-28 01:57:24,13,1,2,0,3,0.0769,1106.25,33.9,2,2212.5,4,2,3,423,9,New Customers,Cluster_3
CUST_01278,2574.51,2,21,2024-08-11 14:48:52,2024-10-02 03:48:49,9,1,1,2,3,0.1111,1287.26,90.8,2,2574.51,3,2,3,323,8,Potential Loyalists,Cluster_3
CUST_00616,1649.2,2,13,2024-01-03 16:50:29,2024-01-10 04:45:47,15,9,1,5,5,0.6,824.6,356.8,2,1649.2,1,2,2,122,5,Lost,Cluster_3
CUST_00432,2578.67,4,36,2024-04-07 00:06:25,2024-06-21 22:26:57,14,3,0,1,4,0.2143,644.67,193.1,4,2578.67,1,4,3,143,8,Loyal Customers,Cluster_4
CUST_01326,2997.97,4,24,2024-01-24 03:06:06,2024-09-30 10:15:24,18,6,2,0,4,0.3333,749.49,92.6,4,2997.97,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_00802,2839.32,3,24,2024-03-20 20:54:20,2024-11-24 12:22:59,9,2,1,4,3,0.2222,946.44,37.5,3,2839.32,4,4,4,444,12,Champions,Cluster_4
CUST_01905,3485.93,4,35,2024-06-20 13:44:38,2024-12-07 17:57:29,21,6,2,5,7,0.2857,871.48,24.3,4,3485.93,5,4,4,544,13,Champions,Cluster_1
CUST_01579,2943.71,4,27,2024-02-21 08:18:58,2024-12-25 19:46:50,18,5,1,3,5,0.2778,735.93,6.2,4,2943.71,5,4,4,544,13,Champions,Cluster_1
CUST_00860,3759.02,5,33,2024-03-25 17:10:45,2024-12-13 19:30:01,14,8,1,3,5,0.5714,751.8,18.2,5,3759.02,5,5,5,555,15,Champions,Cluster_1
CUST_01193,2450.38,3,24,2024-01-13 16:13:31,2024-09-13 03:38:13,45,12,4,5,9,0.2667,816.79,109.8,3,2450.38,2,4,3,243,9,Loyal Customers,Cluster_3
CUST_01248,4604.7,7,41,2024-01-25 10:32:31,2024-12-22 17:03:20,20,3,0,2,3,0.15,657.81,9.3,7,4604.7,5,5,5,555,15,Champions,Cluster_1
CUST_01857,2275.06,2,22,2024-01-17 19:44:53,2024-09-17 19:23:42,8,6,0,1,4,0.75,1137.53,105.2,2,2275.06,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_01827,6357.97,7,58,2024-01-05 15:50:17,2024-10-17 05:05:27,19,10,1,8,7,0.5263,908.28,75.8,7,6357.97,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_02485,8805.68,7,69,2024-01-29 09:55:36,2024-09-02 04:05:13,18,9,1,2,6,0.5,1257.95,120.8,7,8805.68,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_01400,2035.38,2,15,2024-03-12 23:43:29,2024-06-29 00:21:53,15,14,1,2,7,0.9333,1017.69,186.0,2,2035.38,1,2,3,123,6,Potential Loyalists,Cluster_3
CUST_01002,2919.05,4,26,2024-09-24 08:19:20,2024-12-23 16:28:08,18,8,2,4,6,0.4444,729.76,8.3,4,2919.05,5,4,4,544,13,Champions,Cluster_1
CUST_01444,1627.52,3,15,2024-02-01 02:13:42,2024-04-06 14:03:43,13,1,1,1,2,0.0769,542.51,269.4,3,1627.52,1,4,2,142,7,At Risk,Cluster_3
CUST_01475,890.69,2,9,2024-06-19 01:03:41,2024-06-23 08:50:58,20,2,1,2,3,0.1,445.35,191.6,2,890.69,1,2,1,121,4,Lost,Cluster_3
CUST_00607,3216.35,2,24,2024-02-18 00:32:27,2024-02-21 08:05:28,27,2,0,5,4,0.0741,1608.17,314.7,2,3216.35,1,2,4,124,7,Potential Loyalists,Cluster_3
CUST_01324,4068.97,3,32,2024-04-11 14:20:15,2024-12-01 15:21:52,17,5,1,2,7,0.2941,1356.32,30.4,3,4068.97,4,4,5,445,13,Champions,Cluster_1
CUST_02359,921.96,3,11,2024-01-02 19:18:47,2024-11-12 09:45:31,20,3,2,5,6,0.15,307.32,49.6,3,921.96,4,4,1,441,9,Potential Loyalists,Cluster_3
CUST_00259,4107.57,3,33,2024-03-26 15:50:28,2024-11-03 20:51:52,16,7,1,1,5,0.4375,1369.19,58.1,3,4107.57,4,4,5,445,13,Champions,Cluster_4
CUST_00296,780.51,1,10,2024-10-17 01:31:37,2024-10-17 01:31:37,14,2,1,1,4,0.1429,780.51,75.9,1,780.51,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_02244,1894.77,2,13,2024-10-13 12:39:34,2024-11-30 06:22:32,22,10,4,3,5,0.4545,947.38,31.7,2,1894.77,4,2,3,423,9,New Customers,Cluster_3
CUST_01746,3868.57,7,33,2024-03-05 17:14:30,2024-10-08 13:23:17,23,9,1,2,8,0.3913,552.65,84.4,7,3868.57,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_00522,3904.47,5,31,2024-01-13 11:08:35,2024-08-29 03:06:42,8,2,1,2,5,0.25,780.89,124.9,5,3904.47,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_01407,1000.21,1,6,2024-10-04 09:54:12,2024-10-04 09:54:12,31,10,0,6,7,0.3226,1000.21,88.6,1,1000.21,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_00314,1016.75,3,10,2024-05-06 20:01:30,2024-10-20 08:48:32,23,3,2,1,5,0.1304,338.92,72.6,3,1016.75,3,4,1,341,8,Potential Loyalists,Cluster_3
CUST_00341,1849.53,3,20,2024-02-10 08:40:58,2024-08-04 21:28:32,28,6,1,3,6,0.2143,616.51,149.1,3,1849.53,2,4,3,243,9,Loyal Customers,Cluster_3
CUST_01102,625.15,1,5,2024-02-05 05:55:16,2024-02-05 05:55:16,2,0,0,0,1,0.0,625.15,330.8,1,625.15,1,1,1,111,3,Lost,Cluster_2
CUST_01914,187.46,1,6,2024-06-18 11:49:16,2024-06-18 11:49:16,31,8,5,5,10,0.2581,187.46,196.5,1,187.46,1,1,1,111,3,Lost,Cluster_2
CUST_01319,3334.3,3,31,2024-06-15 00:34:24,2024-10-30 12:59:40,2,1,1,0,2,0.5,1111.43,62.5,3,3334.3,3,4,4,344,11,Loyal Customers,Cluster_4
